,file,interval_idx,t_start_hours,t_end_hours,n_events,success,log_likelihood,mu,alphas,betas,ks_reject_khmaladze,ad_reject_khmaladze,cvm_reject_khmaladze,rejected_count_khmaladze,ks_reject_naive,ad_reject_naive,cvm_reject_naive,rejected_count_naive,ks_reject_exp,ad_reject_exp,cvm_reject_exp,rejected_count_exp
0_0,SG_20170127.csv.gz,0,0.0,0.25,676,True,2770.809202597289,0.29222242995909997,[ 1289.82063515   899.66769979 23617.89965693],[10032.43883304 30611.15847857 40225.45889163],False,False,False,0,True,True,True,3,True,True,True,3
0_1,SG_20170127.csv.gz,1,0.25,0.5,624,True,2104.808298997614,0.2855764205343126,[  851.72836967     0.         10083.29556478],[ 5639.447781   13194.89552829 17172.35840354],False,False,False,0,True,True,True,3,True,True,True,3
0_2,SG_20170127.csv.gz,2,0.5,0.75,454,True,1504.343443804077,0.22390481101945,[4.36335893e-01 0.00000000e+00 1.81028817e+04],[11655.54260867 18934.23442907 22646.25524153],False,False,False,0,True,True,True,3,True,True,True,3
0_3,SG_20170127.csv.gz,3,0.75,1.0,533,True,1756.1673378330029,0.2399232234322872,[7.84788854e+01 1.31654834e-03 5.61889091e+04],[   373.810586    26740.15164962 143528.07611948],False,False,False,0,False,False,False,0,True,True,True,3
0_4,SG_20170127.csv.gz,4,1.0,1.25,823,True,2810.1857580758065,0.4182729337346589,[ 1312.67695578     0.         21859.85501236],[12319.82151457 28141.16617795 32571.39048606],False,False,False,0,True,True,True,3,True,True,True,3
0_5,SG_20170127.csv.gz,5,1.25,1.5,611,True,2124.2597326402943,0.2779241261175395,[ 1633.36129453   207.37227145 18819.16973482],[ 3990.47374669 21659.24616334 37728.5045528 ],False,False,False,0,True,True,True,3,True,True,True,3
0_6,SG_20170127.csv.gz,6,1.5,1.75,345,True,973.8142597433254,0.15918469504595947,[ 514.38768884    0.         6569.39886703],[3627.9568599  8036.80175756 9575.49685155],False,False,False,0,True,True,True,3,True,True,True,3
0_7,SG_20170127.csv.gz,7,1.75,2.0,625,True,3087.7283924050953,0.2453653226940521,[  414.35738955   986.83735442 36643.3999947 ],[10475.14012719 55258.40774071 63238.15319915],False,True,False,1,True,True,True,3,True,True,True,3
0_8,SG_20170127.csv.gz,8,2.0,2.25,410,True,1391.1374093665054,0.1991881558518968,[7.57487753e+00 0.00000000e+00 1.72290771e+04],[10761.24447706 20153.61684621 23068.38115998],False,False,False,0,True,True,True,3,True,True,True,3
0_9,SG_20170127.csv.gz,9,2.25,2.5,437,True,1738.9646737231046,0.1983991394166317,[   65.75226311   721.88480373 26205.43906586],[11503.10897231 34094.57383371 35657.20143417],False,False,False,0,True,True,True,3,True,True,True,3
0_10,SG_20170127.csv.gz,10,2.5,2.75,254,True,646.1893681091994,0.15611858472260587,[0.00000000e+00 2.68336734e+01 8.92534963e+04],[115920.87749501  46073.89800823 118573.36366461],False,False,False,0,True,True,True,3,True,True,True,3
0_11,SG_20170127.csv.gz,11,2.75,3.0,673,True,2409.595013920511,0.3624234540540435,[  868.34493361  4859.30308999 43569.55907379],[23821.35348252 51996.49855178 77885.01105429],False,False,False,0,True,True,True,3,True,True,True,3
0_12,SG_20170127.csv.gz,12,3.0,3.25,404,True,1362.168330322841,0.19244215692835684,[  836.94871191     0.         16056.80099755],[10921.26141777 18904.58343399 22893.32493563],False,False,False,0,True,True,True,3,True,True,True,3
0_13,SG_20170127.csv.gz,13,3.25,3.5,354,True,839.0026426078947,0.16728062969132418,[   0.            0.         4049.23205905],[3459.51558937 3095.45918936 4173.91966649],True,True,True,3,True,True,True,3,True,True,True,3
0_14,SG_20170127.csv.gz,14,3.5,3.75,561,True,2229.411472619915,0.24961223757272805,[ 2479.75224031     0.         28085.87205915],[11056.26284604 41508.03125251 47738.08404214],False,True,True,2,True,True,True,3,True,True,True,3
0_15,SG_20170127.csv.gz,15,3.75,4.0,135,True,198.2317997055481,0.08113239130995252,[5.92342700e+03 8.20666838e-02 1.83552825e+04],[55492.1842859   9460.86080727 22736.11243145],True,False,False,1,True,True,True,3,True,True,True,3
0_16,SG_20170127.csv.gz,16,4.0,4.25,255,True,894.5472862788525,0.10883315650133271,[  961.91733614     0.         14809.57959304],[ 8869.0309079  14421.98115552 18398.32567261],False,False,False,0,True,True,True,3,True,True,True,3
0_17,SG_20170127.csv.gz,17,4.25,4.5,165,True,253.0000951529562,0.10009187704363144,[    0.             0.         37019.18110712],[56775.79467223 20492.79120676 30609.26806034],False,False,False,0,True,True,True,3,True,True,True,3
0_18,SG_20170127.csv.gz,18,4.5,4.75,202,True,516.7290572638188,0.10902930745295766,[0.00000000e+00 8.34348439e-02 3.38106227e+04],[46111.18900442 19752.7048499  33181.46937535],True,True,True,3,True,True,True,3,True,True,True,3
0_19,SG_20170127.csv.gz,19,4.75,5.0,397,True,1081.0703199163208,0.20878415608158118,[  541.03808439     0.         13056.54158939],[ 8966.11783223 14147.88635423 18048.157192  ],True,True,True,3,True,True,True,3,True,True,True,3
0_20,SG_20170127.csv.gz,20,5.0,5.25,283,True,736.6112660384289,0.1533414352707876,[    0.            0.        22386.4857879],[15808.527672   17689.20265603 22420.67547185],True,True,True,3,True,True,True,3,True,True,True,3
0_21,SG_20170127.csv.gz,21,5.25,5.5,445,True,1259.7214336718591,0.1553358429141697,[ 122.87974272   41.350516   1560.77620122],[ 679.62416528 2679.31792545 2488.24907596],True,True,True,3,True,True,True,3,True,True,True,3
0_22,SG_20170127.csv.gz,22,5.5,5.75,386,True,1041.207452760214,0.24217597965360455,[6.85051386e-01 0.00000000e+00 1.07535195e+05],[ 80193.41656029 115441.25396731 141148.10331224],False,False,False,0,True,True,True,3,True,True,True,3
0_23,SG_20170127.csv.gz,23,5.75,6.0,838,True,3207.833553124848,0.43384366002749314,[ 5125.98604846   296.32264507 44192.51752688],[25799.48927607 74373.66108206 80315.66897782],True,True,False,2,True,True,True,3,True,True,True,3
0_24,SG_20170127.csv.gz,24,6.0,6.25,378,True,984.9026669996429,0.21217768182037422,[ 2173.08477404  1125.51930272 21856.38706048],[18661.44498278 22178.18672063 34037.65230508],False,False,False,0,True,True,True,3,True,True,True,3
0_25,SG_20170127.csv.gz,25,6.25,6.5,344,True,1166.8207930491917,0.1624601214416408,[1.71069008e-03 2.41578385e-03 1.13083409e+04],[10690.08944935 10091.64153664 19682.28158877],False,False,False,0,False,False,False,0,True,True,True,3
0_26,SG_20170127.csv.gz,26,6.5,6.75,412,True,1051.993076998257,0.23406031550089684,[0.00000000e+00 1.50888950e-03 2.50339029e+04],[31165.76680843 15140.75434821 26806.74395374],False,False,False,0,True,True,True,3,True,True,True,3
0_27,SG_20170127.csv.gz,27,6.75,7.0,562,True,1057.9800321149442,0.35653977194046477,[   0.          164.56945777 9876.07372891],[13958.76870355  6572.56299102 15267.98388497],True,True,True,3,True,True,True,3,True,True,True,3
0_28,SG_20170127.csv.gz,28,7.0,7.25,437,True,1429.7812538449639,0.21923990548031888,[   82.76709498     0.         19299.88714912],[12607.71495723 21066.18427653 25915.99714427],False,False,False,0,True,True,True,3,True,True,True,3
0_29,SG_20170127.csv.gz,29,7.25,7.5,324,True,918.1525495965462,0.18776706836838236,[     0.              0.         122814.68647536],[106013.43652785  84020.64046979 108255.00510641],False,False,False,0,True,True,True,3,True,True,True,3
0_30,SG_20170127.csv.gz,30,7.5,7.75,398,True,1231.065656402317,0.237754682379178,[0.00000000e+00 1.08533820e-01 8.68213434e+04],[ 72862.47024802 100470.36171791 135786.26942966],False,False,False,0,True,True,True,3,True,True,True,3
0_31,SG_20170127.csv.gz,31,7.75,8.0,455,True,1705.185625638499,0.21269116963393953,[9.64454853e-01 0.00000000e+00 2.50616532e+04],[16855.45514516 27105.25250992 32111.71936693],False,False,False,0,True,True,True,3,True,True,True,3
0_32,SG_20170127.csv.gz,32,8.0,8.25,722,True,3178.130148253984,0.3229948319450461,[5.59420705e+00 6.17048022e+02 3.52283255e+04],[23266.20683883 46009.94647212 51893.77388599],False,False,False,0,False,True,False,1,True,True,True,3
0_33,SG_20170127.csv.gz,33,8.25,8.480346217222223,656,True,2746.2992442214427,0.3654144074044173,[12168.02462488     0.         92548.55574471],[ 88838.62274726 130810.38610285 141407.23727858],False,False,False,0,True,True,True,3,True,True,True,3
1_0,SG_20170125.csv.gz,0,0.0,0.25,1036,True,3685.7115527748983,0.5563387003497611,[  466.04976873     0.         49091.73809481],[13881.81177453 49908.83808761 75582.50695794],False,False,False,0,True,True,True,3,True,True,True,3
1_1,SG_20170125.csv.gz,1,0.25,0.5,989,True,4060.58886238904,0.4730834042285427,[ 1006.06865059   511.0002558  37046.07905087],[12121.09436711 47108.13997223 62154.46718104],False,False,False,0,True,True,True,3,True,True,True,3
1_2,SG_20170125.csv.gz,2,0.5,0.75,929,True,3949.503298287731,0.44864248389104455,[  667.37462954     0.         36293.14674271],[17432.10744368 37960.69364143 65679.03148276],False,True,False,1,True,True,True,3,True,True,True,3
1_3,SG_20170125.csv.gz,3,0.75,1.0,803,True,2180.3327070435826,0.3772782098357472,[ 274.72732422    0.         3581.57855854],[2098.61968579 4276.67819946 5386.03955394],False,False,False,0,True,True,True,3,True,True,True,3
1_4,SG_20170125.csv.gz,4,1.0,1.25,496,True,1440.4687954709052,0.2697718476795413,[2.00322609e+00 1.43282751e+00 1.38437596e+04],[11885.19865002 12444.45094883 22688.6984587 ],False,True,True,2,False,True,False,1,True,True,True,3
1_5,SG_20170125.csv.gz,5,1.25,1.5,392,True,1212.2846719205081,0.19917410076674533,[1.70524631e-02 0.00000000e+00 1.77586225e+04],[13219.48826349 17145.11100256 21163.3340082 ],False,False,False,0,True,True,True,3,True,True,True,3
1_6,SG_20170125.csv.gz,6,1.5,1.75,428,True,1515.999362498205,0.20865347731389175,[1.40944285e-05 0.00000000e+00 2.53520274e+04],[18532.43695652 22672.40070231 29981.39929344],False,False,False,0,True,True,True,3,True,True,True,3
1_7,SG_20170125.csv.gz,7,1.75,2.0,528,True,2109.662033241384,0.25949952921767,[  268.05473016  1153.96042259 63265.43977503],[29320.85343761 81393.66805243 93260.31344522],False,False,False,0,True,True,True,3,True,True,True,3
1_8,SG_20170125.csv.gz,8,2.0,2.25,315,True,1201.88630402227,0.16370871932381878,[0.00000000e+00 7.06315949e-01 1.42325802e+05],[123908.32939747  85250.34862032 143744.01927376],True,True,True,3,True,True,True,3,True,True,True,3
1_9,SG_20170125.csv.gz,9,2.25,2.5,325,True,1345.571842855135,0.14257991691810287,[1.97324363e-02 1.53177161e-03 3.32375954e+04],[23476.57031756 26633.46191585 37915.84962683],False,False,False,0,True,True,True,3,True,True,True,3
1_10,SG_20170125.csv.gz,10,2.5,2.75,671,True,3248.1926816297537,0.276758587373823,[ 2411.4468015    416.97573556 39488.644903  ],[18189.28960174 48906.35174648 63138.04074858],False,True,False,1,True,True,True,3,True,True,True,3
1_11,SG_20170125.csv.gz,11,2.75,3.0,344,True,1233.8056059243854,0.16475797973672618,[3.02039801e-03 0.00000000e+00 2.34981862e+04],[17551.39730422 22905.39856919 29287.76765677],False,False,False,0,True,True,True,3,True,True,True,3
1_12,SG_20170125.csv.gz,12,3.0,3.25,293,True,1099.9657713496254,0.13252848907768833,[3.58587141e-01 0.00000000e+00 3.31882028e+04],[22320.49387946 30291.88577815 34126.82491464],True,True,True,3,True,True,True,3,True,True,True,3
1_13,SG_20170125.csv.gz,13,3.25,3.5,363,True,875.9853051456539,0.20922875657007262,[9.29230307e-02 0.00000000e+00 2.74610644e+04],[15193.79518976 19436.05442264 29203.82898019],True,False,False,1,True,True,True,3,True,True,True,3
1_14,SG_20170125.csv.gz,14,3.5,3.75,377,True,1404.073654800875,0.16137580888227301,[3.68952849e-02 0.00000000e+00 1.26000078e+04],[ 8510.12587326 12953.7127457  15823.26545216],True,True,True,3,True,True,True,3,True,True,True,3
1_15,SG_20170125.csv.gz,15,3.75,4.0,279,True,738.9061995917996,0.1484585793976543,[    0.             0.         31707.76869511],[27559.12409042 22951.1525311  28768.13585483],False,False,False,0,True,True,True,3,True,True,True,3
1_16,SG_20170125.csv.gz,16,4.0,4.25,269,True,1213.2582576998618,0.11199800372822191,[    0.             0.         37721.11254113],[26718.88715426 28215.67901946 35193.49651874],False,False,False,0,True,True,True,3,True,True,True,3
1_17,SG_20170125.csv.gz,17,4.25,4.5,246,True,796.9468934369495,0.13387536947783843,[    0.            97.06392093 83573.64077101],[ 99010.59659008  30729.93064404 110214.40133979],True,True,True,3,True,True,True,3,True,True,True,3
1_18,SG_20170125.csv.gz,18,4.5,4.75,200,True,425.9066680607656,0.12557237455905115,[     0.              0.         171538.01276418],[187528.21602259  95663.52837774 151011.26460712],False,False,False,0,True,True,True,3,True,True,True,3
1_19,SG_20170125.csv.gz,19,4.75,5.0,273,True,969.9505631955199,0.14447428804692952,[     0.              0.         137025.76179455],[142619.35379817  89203.40284205 131767.15600948],False,False,False,0,True,True,True,3,True,True,True,3
1_20,SG_20170125.csv.gz,20,5.0,5.25,285,True,715.9100547845146,0.16379991493022578,[0.00000000e+00 4.06717370e-05 2.95710271e+04],[34125.80464753 20411.22574275 34682.61620032],False,False,False,0,True,True,True,3,True,True,True,3
1_21,SG_20170125.csv.gz,21,5.25,5.5,450,True,1936.8741205741424,0.1942883775508342,[1.48776834e+01 0.00000000e+00 2.29750172e+04],[12786.72493641 29926.01203756 32866.53623088],False,False,False,0,True,True,True,3,True,True,True,3
1_22,SG_20170125.csv.gz,22,5.5,5.75,388,True,1783.924194744102,0.15987406290677345,[  779.64564838     0.         44974.54387836],[24268.10650196 53827.76044824 60293.64711535],False,False,False,0,True,True,True,3,True,True,True,3
1_23,SG_20170125.csv.gz,23,5.75,6.0,511,True,2341.8768160841355,0.22090286442918608,[ 1105.29090985  1383.38413686 56938.19910724],[16526.27189755 76699.33742391 89548.76008947],False,True,False,1,False,True,True,2,True,True,True,3
1_24,SG_20170125.csv.gz,24,6.0,6.25,768,True,3689.9163600669126,0.31864405060303724,[  414.01423715     0.         36234.42503693],[19483.92618514 49848.67679153 53764.70675621],False,False,False,0,True,True,True,3,True,True,True,3
1_25,SG_20170125.csv.gz,25,6.25,6.5,486,True,1987.3615639502902,0.2256844900767615,[ 2306.97116518   351.95436674 24223.91680483],[19056.51039119 25979.21967838 37984.50289865],False,False,False,0,True,True,True,3,True,True,True,3
1_26,SG_20170125.csv.gz,26,6.5,6.75,623,True,2411.6547727408097,0.3371961282154905,[1.21648197e+00 0.00000000e+00 6.74290595e+04],[ 46902.89183903  81702.93205356 105778.36956424],True,False,False,1,True,True,True,3,True,True,True,3
1_27,SG_20170125.csv.gz,27,6.75,7.0,692,True,2395.118223707638,0.3577009207369184,[ 1506.08915755     0.         27458.27208635],[16003.30104111 31489.51787588 39521.08904535],False,False,False,0,True,True,True,3,True,True,True,3
1_28,SG_20170125.csv.gz,28,7.0,7.25,675,True,2283.845240392428,0.3467641022874031,[   20.03080264     0.         16867.16731878],[10837.64557066 21592.24509633 24840.25974617],False,False,False,0,True,True,True,3,True,True,True,3
1_29,SG_20170125.csv.gz,29,7.25,7.5,913,True,3587.3862205922014,0.4774195027737052,[ 1517.04878399     0.         49850.73657316],[21719.95527304 46199.71969502 94068.06569892],False,False,False,0,False,False,False,0,True,True,True,3
1_30,SG_20170125.csv.gz,30,7.5,7.75,762,True,2818.8856030513243,0.37397243163087857,[1.53041456e+03 2.50055420e-02 1.86177386e+04],[11429.18254192 43641.73388076 50379.81261496],False,True,False,1,False,True,False,1,True,True,True,3
1_31,SG_20170125.csv.gz,31,7.75,8.0,1304,True,7580.0474398868555,0.46159063160392383,[  667.52283695   298.04538385 45422.51843334],[14701.8892009  66340.55478327 77847.79453853],False,True,False,1,False,True,False,1,True,True,True,3
1_32,SG_20170125.csv.gz,32,8.0,8.25,1041,True,4416.9268320603105,0.5231169623278923,[7.13629865e+01 3.55692531e+01 4.46745365e+04],[20831.09196636 61592.48301098 74392.87608898],False,False,False,0,False,True,False,1,True,True,True,3
1_33,SG_20170125.csv.gz,33,8.25,8.4821780075,948,True,4167.822915630359,0.4994194686137787,[ 1318.57957        0.         52732.29707455],[24088.99657296 64358.9929968  87201.56139817],False,False,False,0,True,True,True,3,True,True,True,3
2_0,SG_20170117.csv.gz,0,0.0,0.25,546,True,2134.0862676745014,0.2125197431612526,[ 788.47167924    0.         9547.32155754],[ 4818.24707265 11454.43638427 13830.87067694],False,False,False,0,True,True,True,3,True,True,True,3
2_1,SG_20170117.csv.gz,1,0.25,0.5,740,True,3007.4877250536383,0.3008606721591977,[ 1134.41757819     0.         39217.72789234],[ 2995.97647122 51906.78839359 53784.04138146],False,False,False,0,True,True,True,3,True,True,True,3
2_2,SG_20170117.csv.gz,2,0.5,0.75,481,True,1645.325179890538,0.23506882244543992,[9.78508241e+00 0.00000000e+00 1.68364494e+04],[ 8321.12179005 13895.96798086 21627.0341954 ],False,False,False,0,True,True,True,3,True,True,True,3
2_3,SG_20170117.csv.gz,3,0.75,1.0,479,True,1637.140226953948,0.2730470781174068,[1.15718964e-01 0.00000000e+00 1.11615976e+05],[ 84835.42396526  95999.33027607 134316.22904219],False,False,False,0,True,True,True,3,True,True,True,3
2_4,SG_20170117.csv.gz,4,1.0,1.25,330,True,842.4945419436044,0.17619938010544106,[0.00000000e+00 3.73586851e-03 1.42801390e+04],[15059.12327723 10016.65819594 16507.4418877 ],False,False,False,0,True,True,True,3,True,True,True,3
2_5,SG_20170117.csv.gz,5,1.25,1.5,174,True,74.42467842151913,0.12774225302914274,[1.05530036e+04 3.75168584e+00 1.69648704e+04],[85311.71746766 13623.46321813 27592.55463496],False,False,False,0,True,True,True,3,True,True,True,3
2_6,SG_20170117.csv.gz,6,1.5,1.75,265,True,786.4980002162764,0.1300076786420503,[    0.         1102.0866232 32699.165921 ],[43176.91084507  9948.82354832 43662.04157345],True,False,True,2,True,True,True,3,True,True,True,3
2_7,SG_20170117.csv.gz,7,1.75,2.0,235,True,500.1511665345291,0.10775633743666886,[6.95676851e-04 1.07124112e-03 1.18349003e+03],[1396.67492621 1318.00840601 2015.39741336],False,False,False,0,False,False,False,0,True,True,True,3
2_8,SG_20170117.csv.gz,8,2.0,2.25,211,True,260.5850870155375,0.13611271186205576,[4.94900335e+03 2.70471290e-01 1.55340925e+04],[48297.29234763  8804.99733421 19498.46029434],False,False,False,0,True,True,True,3,True,True,True,3
2_9,SG_20170117.csv.gz,9,2.25,2.5,556,True,1761.847863794242,0.24478678046574182,[ 510.59678284  193.92139762 5944.9463101 ],[ 3056.45805772  5770.83000212 12233.61618314],False,False,False,0,True,True,False,2,True,True,True,3
2_10,SG_20170117.csv.gz,10,2.5,2.75,200,True,621.4757505239803,0.09565298979985401,[    0.           684.70960453 31888.11297375],[25982.48191542 21268.57876121 24730.48948496],False,False,False,0,True,True,True,3,True,True,True,3
2_11,SG_20170117.csv.gz,11,2.75,3.0,353,True,1295.498276005629,0.16828037854647102,[1.63920836e-02 0.00000000e+00 2.03579611e+04],[13490.60340227 20956.53155097 26818.93361769],False,False,False,0,True,True,True,3,True,True,True,3
2_12,SG_20170117.csv.gz,12,3.0,3.25,385,True,1267.8524880924201,0.2638740796577675,[     0.              0.         107625.61686922],[ 82741.79958238  87409.6753738  113134.4314615 ],False,False,False,0,True,True,True,3,True,True,True,3
2_13,SG_20170117.csv.gz,13,3.25,3.5,393,True,1078.9356188503982,0.203831631815153,[6.96879614e-03 0.00000000e+00 1.17214225e+04],[ 8130.08394269 11268.68262295 13779.11732026],False,False,False,0,True,True,True,3,True,True,True,3
2_14,SG_20170117.csv.gz,14,3.5,3.75,533,True,2021.0190250150913,0.26364244423537403,[ 1018.1358838      0.         42926.88634243],[14148.84114299 58655.3339008  69303.23902394],False,True,False,1,True,True,True,3,True,True,True,3
2_15,SG_20170117.csv.gz,15,3.75,4.0,535,True,1441.1447428524714,0.3012480650714287,[6.14616639e+01 2.98733269e+00 1.38010144e+04],[11247.46683081 14033.99383225 24939.14271328],False,True,False,1,False,True,False,1,True,True,True,3
2_16,SG_20170117.csv.gz,16,4.0,4.25,359,True,974.6482572172395,0.2224839458900915,[0.00000000e+00 3.47228637e+00 1.17422358e+05],[112376.40198694  80830.08047951 138337.95195271],True,False,False,1,True,True,True,3,True,True,True,3
2_17,SG_20170117.csv.gz,17,4.25,4.5,341,True,1167.2531524770948,0.1722073056183249,[4.15485064e-16 5.73552612e-06 1.90355617e+04],[36522.59656064 41696.58348377 34496.63730589],False,False,False,0,False,False,False,0,True,True,True,3
2_18,SG_20170117.csv.gz,18,4.5,4.75,394,True,1022.1641531096667,0.20915702537654285,[    0.             0.         12701.83991785],[11637.86159663  9372.42365874 13341.23419779],False,False,False,0,True,True,True,3,True,True,True,3
2_19,SG_20170117.csv.gz,19,4.75,5.0,799,True,3652.1819502063654,0.3663594065581799,[ 1370.16818479     0.         43025.00069574],[18882.11889408 55377.28114461 73572.55755659],False,False,False,0,True,True,True,3,True,True,True,3
2_20,SG_20170117.csv.gz,20,5.0,5.25,366,True,1191.9401149371536,0.18664888469824442,[ 2197.74670241   124.8022757  12586.46421291],[11386.14330848 39901.92918456 61605.20147749],False,False,False,0,False,True,True,2,True,True,True,3
2_21,SG_20170117.csv.gz,21,5.25,5.5,354,True,1416.5426919413394,0.15494409447894242,[2.11487578e+02 2.54373789e-01 3.81079388e+04],[ 1613.76445933 79107.63922012 85771.20686857],False,False,False,0,False,False,False,0,True,True,True,3
2_22,SG_20170117.csv.gz,22,5.5,5.75,416,True,955.1007398160883,0.25357962144902424,[    0.           438.19586974 33516.01853529],[45244.54045774 21203.90915224 54408.84165435],True,True,True,3,True,True,True,3,True,True,True,3
2_23,SG_20170117.csv.gz,23,5.75,6.0,586,True,1638.6248317720333,0.2631946153700343,[ 511.09456927    0.         4000.35557199],[2167.84494486 4602.51335591 7355.10680904],False,False,False,0,True,True,True,3,True,True,True,3
2_24,SG_20170117.csv.gz,24,6.0,6.25,354,True,680.2088216738708,0.21562909526429486,[0.00000000e+00 8.59568818e-03 2.04873699e+04],[30393.00185939 10703.87299205 21779.20548078],True,False,True,2,True,True,True,3,True,True,True,3
2_25,SG_20170117.csv.gz,25,6.25,6.5,331,True,942.2185403157571,0.1642494092844114,[9.06590771e+01 5.55845767e+00 5.52299514e+04],[   506.51523307  27721.27955267 151093.93955892],True,True,True,3,False,False,False,0,True,True,True,3
2_26,SG_20170117.csv.gz,26,6.5,6.75,492,True,1397.000952760282,0.22713381552170694,[6.11192270e+00 3.92918934e+01 4.76245043e+04],[ 19959.34239148    177.11824275 135173.10640217],True,True,True,3,False,False,False,0,True,True,True,3
2_27,SG_20170117.csv.gz,27,6.75,7.0,453,True,1226.8161649173073,0.24465850480218307,[  89.3271018  1941.23789427 9788.49696605],[12688.66529361  9456.40093619 44161.54903535],False,False,False,0,False,False,False,0,True,True,True,3
2_28,SG_20170117.csv.gz,28,7.0,7.25,384,True,982.0391491130713,0.18846832576024933,[   0.          321.21219824 5527.1535754 ],[7412.03224305 3636.06378287 8232.84794924],False,False,False,0,True,True,True,3,True,True,True,3
2_29,SG_20170117.csv.gz,29,7.25,7.5,293,True,493.84260598761034,0.17290849685228651,[0.00000000e+00 4.47406011e-01 8.46608735e+03],[15148.80501749  3778.64807985  9202.94856601],False,False,False,0,True,True,True,3,True,True,True,3
2_30,SG_20170117.csv.gz,30,7.5,7.75,297,True,708.9037469761469,0.1411408121947396,[ 107.26322331  621.21528857 1855.455655  ],[3842.10492333 2654.70767252 8263.50546749],False,True,False,1,False,False,False,0,True,True,True,3
2_31,SG_20170117.csv.gz,31,7.75,8.0,372,True,852.9924713558767,0.2134302705994689,[    0.             0.         27047.33470316],[28465.96210039 16693.43829282 25083.15521041],True,False,True,2,True,True,True,3,True,True,True,3
2_32,SG_20170117.csv.gz,32,8.0,8.25,339,True,787.3126626997251,0.17936775391687124,[ 137.0383059   987.1889163  4100.57831557],[ 5795.74915136  5418.94494835 15561.43850635],False,False,False,0,False,False,False,0,True,True,True,3
2_33,SG_20170117.csv.gz,33,8.25,8.48099367638889,430,True,1303.0300513791012,0.25565294114787956,[6.44802660e-03 5.85513689e-03 3.15371706e+04],[24311.9883205  24488.25692917 38187.14322223],True,True,True,3,True,True,True,3,True,True,True,3
3_0,SG_20170123.csv.gz,0,0.0,0.25,1224,True,6668.443388276715,0.4116535984608319,[1.11996597e+03 3.00628857e+00 2.17441137e+04],[ 5566.18024653 27837.92391557 39021.66832606],False,False,False,0,True,True,True,3,True,True,True,3
3_1,SG_20170123.csv.gz,1,0.25,0.5,740,True,3356.307524281968,0.30756624304277314,[  162.59554133     0.         30258.45708843],[11042.87451306 37315.14434397 50390.60411497],False,False,False,0,False,False,False,0,True,True,True,3
3_2,SG_20170123.csv.gz,2,0.5,0.75,587,True,1802.0986452270965,0.27801741750507053,[2.94881109e-01 0.00000000e+00 5.70349154e+03],[4323.29279627 7082.99919479 8472.49223439],False,False,False,0,True,True,True,3,True,True,True,3
3_3,SG_20170123.csv.gz,3,0.75,1.0,495,True,1727.969205459739,0.2065668869271332,[ 734.01340051   67.82430463 6847.54289651],[ 5107.66298343  7500.70522839 10457.9604423 ],False,False,False,0,True,True,True,3,True,True,True,3
3_4,SG_20170123.csv.gz,4,1.0,1.25,419,True,823.6202182259744,0.25646840300813945,[0.00000000e+00 3.05327805e-04 2.00249018e+04],[20503.05817299 13477.20204    22070.80783243],False,False,False,0,True,True,True,3,True,True,True,3
3_5,SG_20170123.csv.gz,5,1.25,1.5,713,True,2320.429907320698,0.42377219793555404,[ 1416.32511541     0.         82380.17690824],[ 42481.10194515  99326.63592594 122314.71941157],False,False,False,0,True,True,True,3,True,True,True,3
3_6,SG_20170123.csv.gz,6,1.5,1.75,354,True,831.8742764272258,0.22873518385000158,[0.00000000e+00 6.70661920e-02 1.34462868e+05],[162011.25985487  76403.10012445 136110.62136644],True,True,True,3,True,True,True,3,True,True,True,3
3_7,SG_20170123.csv.gz,7,1.75,2.0,441,True,1153.0484222710484,0.2512444588424316,[  389.52993367   117.43588359 21689.30823878],[18636.52920499 24146.08656756 30741.26442719],False,False,False,0,True,True,True,3,True,True,True,3
3_8,SG_20170123.csv.gz,8,2.0,2.25,237,True,331.95315439184117,0.1401744203654494,[ 1437.9066744    109.73079543 13274.36440589],[22810.97414186  3974.06107391 14752.19652222],True,True,True,3,True,True,True,3,True,True,True,3
3_9,SG_20170123.csv.gz,9,2.25,2.5,251,True,662.904929600214,0.12579069639520715,[    0.          1430.20677503 20344.46601297],[28925.81174009  6117.28052251 28735.46528266],True,False,True,2,True,True,True,3,True,True,True,3
3_10,SG_20170123.csv.gz,10,2.5,2.75,311,True,875.7238351704179,0.16900333211224156,[0.00000000e+00 3.59542280e-01 3.16568418e+04],[26696.62234057 18903.21568301 35398.42188169],False,False,False,0,True,True,True,3,True,True,True,3
3_11,SG_20170123.csv.gz,11,2.75,3.0,342,True,956.7754955229506,0.18070925857804723,[0.00000000e+00 2.91377401e-02 2.07427385e+04],[26582.97104664 12062.91956901 23407.98376741],False,False,False,0,True,True,True,3,True,True,True,3
3_12,SG_20170123.csv.gz,12,3.0,3.25,226,True,703.5566517301247,0.11362000378762172,[    0.             0.         45802.29348139],[58297.44364087 33868.4653533  42868.60480983],True,False,True,2,True,True,True,3,True,True,True,3
3_13,SG_20170123.csv.gz,13,3.25,3.5,295,True,999.0224739935657,0.1421834797254131,[    0.            0.        33698.0500321],[25086.09017429 23941.44424276 34165.74314823],True,True,True,3,True,True,True,3,True,True,True,3
3_14,SG_20170123.csv.gz,14,3.5,3.75,275,True,914.8653777137756,0.10965582709510767,[8.31844871e-05 2.60895854e-03 3.79349208e+03],[4302.37221769 2488.08954224 5923.19266727],False,False,False,0,False,False,False,0,True,True,True,3
