,file,interval_idx,t_start_hours,t_end_hours,n_events,success,log_likelihood,mu,alphas,betas,ks_reject_khmaladze,ad_reject_khmaladze,cvm_reject_khmaladze,rejected_count_khmaladze,ks_reject_naive,ad_reject_naive,cvm_reject_naive,rejected_count_naive,ks_reject_exp,ad_reject_exp,cvm_reject_exp,rejected_count_exp
11_20,SG_20170130.csv.gz,20,5.0,5.25,238,True,617.1345687254972,0.1049702501156721,[3.00732204e-02 0.00000000e+00 3.75796982e+03],[2660.0662088  3223.55255077 4305.96468602],False,False,False,0,True,True,True,3,True,True,True,3
11_21,SG_20170130.csv.gz,21,5.25,5.5,283,True,1000.0928789236195,0.12363531166556219,[    0.             0.         13771.70518567],[10459.79180473 18561.59013278 13644.50852055],True,True,True,3,True,True,True,3,True,True,True,3
11_22,SG_20170130.csv.gz,22,5.5,5.75,207,True,391.931318201022,0.10271247345115758,[   0.          276.70488544 6229.0863009 ],[8391.51036039 2772.50383803 6293.02126249],False,False,False,0,True,True,True,3,True,True,True,3
11_23,SG_20170130.csv.gz,23,5.75,6.0,202,True,615.4231122268516,0.1008794362910313,[0.00000000e+00 1.43018875e+01 3.74430424e+04],[45103.0924492  18160.73794334 42502.72339813],False,False,False,0,True,True,True,3,True,True,True,3
11_24,SG_20170130.csv.gz,24,6.0,6.25,381,True,1294.9165936119216,0.1543996355233611,[ 520.13548631    0.         6163.62210419],[4048.55905176 5403.57312471 8804.67701326],False,False,False,0,True,True,True,3,True,True,True,3
11_25,SG_20170130.csv.gz,25,6.25,6.5,451,True,1932.6998282875502,0.19046586246985733,[1.06814619e+01 0.00000000e+00 2.07057918e+04],[12167.25722818 24020.24222576 28418.73196732],True,True,True,3,True,True,True,3,True,True,True,3
11_26,SG_20170130.csv.gz,26,6.5,6.75,588,True,2620.9473196616755,0.1990781998983318,[  108.45910175 31787.0115678  23529.91561827],[   757.18433777 159263.78678989  73257.00900202],True,True,True,3,False,True,False,1,True,True,True,3
11_27,SG_20170130.csv.gz,27,6.75,7.0,942,True,3659.991953494441,0.3953032446295246,[  687.79767187    35.89541418 12663.52089235],[ 3360.47564326 19392.70636126 22988.00793698],False,False,False,0,True,True,True,3,True,True,True,3
11_28,SG_20170130.csv.gz,28,7.0,7.25,927,True,3355.7929534099403,0.44287561239293927,[  712.64251418   291.38774677 24405.6952894 ],[ 4916.82291601 34165.60333562 44910.8080208 ],False,False,False,0,True,True,True,3,True,True,True,3
11_29,SG_20170130.csv.gz,29,7.25,7.5,620,True,1985.3922502094638,0.31532353236473293,[5.92294305e+00 0.00000000e+00 1.17657079e+04],[ 8697.84616625 12903.97919878 16608.97825521],False,False,False,0,True,True,True,3,True,True,True,3
11_30,SG_20170130.csv.gz,30,7.5,7.75,685,True,2184.8296562616188,0.3058738019304451,[ 406.38298367    0.         6368.4001568 ],[3446.8997555  7708.62734821 9407.84296374],False,False,False,0,True,True,True,3,True,True,True,3
11_31,SG_20170130.csv.gz,31,7.75,8.0,835,True,3339.615048394513,0.40277142599350746,[3.18470569e+01 8.47264682e-01 2.40772479e+04],[16253.24946156 31252.65777407 38698.9635001 ],False,False,False,0,False,False,False,0,True,True,True,3
11_32,SG_20170130.csv.gz,32,8.0,8.25,804,True,3742.627307943229,0.25451373681559764,[   98.86035396     0.         60607.43826033],[   406.16497719  62881.81564668 128150.81676374],False,False,False,0,False,False,False,0,True,True,True,3
11_33,SG_20170130.csv.gz,33,8.25,8.481685744722222,725,True,3130.6606224450543,0.36527614425834337,[ 1438.85084196   151.89528368 39291.70719045],[19948.36014879 51040.443473   60724.73148118],False,False,False,0,True,True,True,3,True,True,True,3
