,file,interval_idx,t_start_hours,t_end_hours,n_events,success,log_likelihood,mu,alphas,betas,ks_reject_khmaladze,ad_reject_khmaladze,cvm_reject_khmaladze,rejected_count_khmaladze,ks_reject_naive,ad_reject_naive,cvm_reject_naive,rejected_count_naive,ks_reject_exp,ad_reject_exp,cvm_reject_exp,rejected_count_exp
6_22,SG_20170126.csv.gz,22,5.5,5.75,355,True,876.957386029233,0.11205333079998002,[5.78337716e+01 3.86116813e+02 1.58330131e-02],[2.09689479e+05 6.06602602e+02 1.97241889e-01],False,False,False,0,False,False,False,0,True,True,True,3
6_23,SG_20170126.csv.gz,23,5.75,6.0,507,True,1320.556257984496,0.1322584824141542,[4.94194209e+01 3.41531955e+02 4.63990408e-02],[2.15094989e+05 5.27438642e+02 3.95135330e-01],False,False,False,0,False,False,False,0,True,True,True,3
6_24,SG_20170126.csv.gz,24,6.0,6.25,405,True,1213.1092691717965,0.10802533871056404,[1.13940028e+02 6.85991692e+02 4.00948033e-02],[2.17528523e+05 1.05780525e+03 3.61063554e-01],False,False,False,0,False,False,False,0,True,True,True,3
6_25,SG_20170126.csv.gz,25,6.25,6.5,389,True,742.5139791720519,0.11160657941466308,[2.71775483e+01 1.93012812e+02 3.50210418e-02],[2.08374997e+05 3.17124095e+02 2.62206125e-01],False,False,False,0,False,False,False,0,True,True,True,3
6_26,SG_20170126.csv.gz,26,6.5,6.75,553,True,1442.2978779903335,0.15242361992512352,[1.13916701e+02 7.24042570e+02 9.87266671e-02],[1.89489240e+05 1.25862215e+03 5.59170468e-01],False,False,False,0,False,False,False,0,True,True,True,3
6_27,SG_20170126.csv.gz,27,6.75,7.0,628,True,1829.8866927528625,0.1679204375020632,[5.72734502e+01 4.56003208e+02 5.23043880e-02],[2.23772987e+05 7.08716226e+02 4.52486428e-01],False,False,False,0,False,False,False,0,True,True,True,3
6_28,SG_20170126.csv.gz,28,7.0,7.25,597,True,1413.9786597493237,0.1777527382074382,[2.21926116e+01 1.65530631e+02 2.61578107e-02],[2.16106495e+05 2.52640280e+02 3.42148828e-01],False,False,False,0,False,False,False,0,True,True,True,3
6_29,SG_20170126.csv.gz,29,7.25,7.5,503,True,903.5980519081613,0.16956498820700336,[2.18242797e+01 1.52810978e+02 3.12024441e-02],[2.19613090e+05 2.56558383e+02 3.08956605e-01],False,False,False,0,False,False,False,0,True,True,True,3
6_30,SG_20170126.csv.gz,30,7.5,7.75,399,True,809.9059728164434,0.12541420929966401,[1.59462069e+02 8.36384818e+02 1.16404387e-01],[2.06711568e+05 1.60013884e+03 5.91257386e-01],True,True,True,3,False,False,False,0,True,True,True,3
6_31,SG_20170126.csv.gz,31,7.75,8.0,675,True,1738.1509667369705,0.19303533466402675,[3.31390519e+01 2.45263423e+02 3.17852499e-02],[2.07847014e+05 3.78759652e+02 3.35010739e-01],False,False,False,0,False,False,False,0,True,True,True,3
6_32,SG_20170126.csv.gz,32,8.0,8.25,441,True,1331.8915099685341,0.11043120121258852,[7.57005910e+04 9.68871947e+01 2.13385786e-01],[2.09961812e+05 7.05547811e+02 8.17021502e-01],False,False,False,0,False,False,False,0,True,True,True,3
6_33,SG_20170126.csv.gz,33,8.25,8.483127487500001,687,True,1247.2662930068404,0.19739484135845395,[1.45404442e+01 9.52087262e+01 4.76743331e-02],[2.00208618e+05 1.51549646e+02 3.61155310e-01],False,False,False,0,False,False,False,0,True,True,True,3
7_0,SG_20170201.csv.gz,0,0.0,0.25,1109,True,3671.053430970993,0.21821342190984894,[7.69880888e+01 5.36015490e+02 7.47626667e-02],[2.17773570e+05 7.96098434e+02 5.00208707e-01],False,False,False,0,False,False,False,0,True,True,True,3
7_1,SG_20170201.csv.gz,1,0.25,0.5,950,True,3560.4250442230655,0.23016668525140563,[1.58758510e+02 1.10717314e+03 6.52068711e-02],[2.17021464e+05 1.65964681e+03 5.69548352e-01],False,False,False,0,False,False,False,0,True,True,True,3
7_2,SG_20170201.csv.gz,2,0.5,0.75,1007,True,3423.26299781702,0.23555679119375264,[1.15290498e+02 7.38157815e+02 8.53484733e-02],[2.14427193e+05 1.12497801e+03 6.41120131e-01],False,False,False,0,False,False,False,0,True,True,True,3
7_3,SG_20170201.csv.gz,3,0.75,1.0,520,True,1352.4720429467502,0.09955657693418814,[2.92835980e+01 2.27278689e+02 3.74910317e-02],[2.11185940e+05 3.39584078e+02 2.37000698e-01],False,False,False,0,False,False,False,0,True,True,True,3
7_4,SG_20170201.csv.gz,4,1.0,1.25,489,True,959.830888806177,0.15868649367000998,[1.79725335e+01 1.48655133e+02 1.24280247e-02],[2.10803376e+05 2.32332617e+02 1.81144549e-01],False,False,False,0,False,False,False,0,True,True,True,3
7_5,SG_20170201.csv.gz,5,1.25,1.5,381,True,461.74580184592173,0.14117036908015027,[1.38230831e+01 1.12059805e+02 1.75770820e-02],[2.09937188e+05 1.95985564e+02 1.85192041e-01],False,False,False,0,False,False,False,0,True,True,True,3
7_6,SG_20170201.csv.gz,6,1.5,1.75,547,True,1833.653032161824,0.13189738463407746,[1.68863998e+02 1.09880162e+03 7.52370227e-02],[2.21339425e+05 1.69590721e+03 5.57180751e-01],True,False,False,1,False,False,False,0,True,True,True,3
7_7,SG_20170201.csv.gz,7,1.75,2.0,363,True,742.7405767066729,0.09872712104310077,[8.44562405e+01 4.56156401e+02 7.21209214e-02],[2.06568508e+05 7.74311348e+02 4.35525684e-01],False,False,False,0,False,False,False,0,True,True,True,3
7_8,SG_20170201.csv.gz,8,2.0,2.25,214,True,643.0701506363583,0.08486579594869718,[8.59774199e+04 1.04503895e+02 1.58496519e-02],[2.08094521e+05 6.96413408e+02 1.99180094e-01],False,False,False,0,False,False,False,0,True,True,True,3
7_9,SG_20170201.csv.gz,9,2.25,2.5,359,True,871.3913756686948,0.09738591176573917,[4.49718999e+01 3.28680583e+02 2.52465886e-02],[2.23134178e+05 5.16946379e+02 2.10016118e-01],False,False,False,0,False,False,False,0,True,True,True,3
7_10,SG_20170201.csv.gz,10,2.5,2.75,348,True,640.9442407809792,0.10744885573809544,[3.53644239e+01 2.31103564e+02 2.08730963e-02],[2.22234565e+05 3.80001908e+02 1.82748201e-01],False,False,False,0,False,False,False,0,True,True,True,3
7_11,SG_20170201.csv.gz,11,2.75,3.0,158,True,235.61235683097007,0.04636180880997036,[2.78442189e+01 1.86738504e+02 9.74712114e-03],[2.09767347e+05 2.95961054e+02 9.25842500e-02],False,False,False,0,False,False,False,0,True,True,True,3
7_12,SG_20170201.csv.gz,12,3.0,3.25,167,True,259.7592350703245,0.05846789839595337,[5.18961249e+01 2.92532429e+02 8.85780981e-03],[2.09702925e+05 4.91932046e+02 9.77683224e-02],False,False,False,0,False,False,False,0,True,True,True,3
7_13,SG_20170201.csv.gz,13,3.25,3.5,240,True,930.9116938033502,0.06599756015134212,[3.63516485e+01 4.30102962e+02 1.11863681e-03],[2.62755912e+05 5.80769289e+02 9.49798006e-02],False,False,False,0,False,False,False,0,True,True,True,3
7_14,SG_20170201.csv.gz,14,3.5,3.75,174,True,497.9828341420933,0.07558408833215877,[9.38134248e+04 9.34699611e+00 4.44841468e-03],[2.12603409e+05 7.64669852e+01 1.08381824e-01],False,False,False,0,False,False,False,0,True,True,True,3
7_15,SG_20170201.csv.gz,15,3.75,4.0,168,True,159.17125428156237,0.07143847971961065,[3.63026365e+01 2.28166460e+02 9.67962688e-03],[1.99263584e+05 4.25118748e+02 1.20344679e-01],False,False,False,0,False,False,False,0,True,True,True,3
7_16,SG_20170201.csv.gz,16,4.0,4.25,222,True,201.70204786745407,0.05486606664323818,[1.93372679e+01 1.05468842e+02 2.33032008e-02],[1.90644312e+05 1.79434024e+02 1.22415956e-01],False,False,False,0,False,False,False,0,True,True,True,3
7_17,SG_20170201.csv.gz,17,4.25,4.5,241,True,724.3598554668145,0.07036924051299445,[9.30595020e+04 5.04921350e+01 3.45586733e-02],[2.24291817e+05 3.43606474e+02 1.94780372e-01],False,False,False,0,False,False,False,0,True,True,True,3
7_18,SG_20170201.csv.gz,18,4.5,4.75,228,True,277.54219210424367,0.055495093863768614,[1.53552841e+01 8.84937881e+01 1.56605606e-02],[2.12408329e+05 1.39515322e+02 1.04901433e-01],False,False,False,0,False,False,False,0,True,True,True,3
7_19,SG_20170201.csv.gz,19,4.75,5.0,220,True,509.6904788403947,0.0593468395988288,[3.16408932e+01 2.24923249e+02 1.47036880e-02],[2.14760896e+05 3.43213423e+02 1.44581071e-01],False,False,False,0,False,False,False,0,True,True,True,3
7_20,SG_20170201.csv.gz,20,5.0,5.25,390,True,1166.940901595963,0.06744441711880923,[9.31861463e+01 5.99923654e+02 4.97513409e-02],[2.15688816e+05 9.08241548e+02 2.68281029e-01],True,True,True,3,False,False,False,0,True,True,True,3
7_21,SG_20170201.csv.gz,21,5.25,5.5,665,True,2030.3406278186053,0.13795619331464823,[1.13670610e+02 6.31985470e+02 6.89786971e-02],[2.19255687e+05 9.60290888e+02 4.45402690e-01],False,False,False,0,False,False,False,0,True,True,True,3
7_22,SG_20170201.csv.gz,22,5.5,5.75,399,True,1251.3509803772936,0.08291306465928877,[2.14427778e+02 1.22398563e+03 4.96761786e-02],[2.03231806e+05 1.90410884e+03 2.93172070e-01],False,False,False,0,False,False,False,0,True,True,True,3
7_23,SG_20170201.csv.gz,23,5.75,6.0,435,True,1365.937222043432,0.09952902558926903,[1.30843865e+02 7.58125940e+02 4.02194707e-02],[2.11442435e+05 1.13302821e+03 3.08794292e-01],False,False,False,0,False,False,False,0,True,True,True,3
7_24,SG_20170201.csv.gz,24,6.0,6.25,463,True,1709.280645480537,0.10027950241064078,[1.77863732e+02 1.07987275e+03 2.96685898e-02],[2.18008512e+05 1.53775723e+03 2.83300586e-01],False,False,False,0,False,False,False,0,True,True,True,3
7_25,SG_20170201.csv.gz,25,6.25,6.5,589,True,2255.042155792885,0.12333495384733467,[2.06280624e+02 1.32445790e+03 4.59183448e-02],[2.25135924e+05 1.94086606e+03 3.56860610e-01],False,False,False,0,False,False,False,0,True,True,True,3
7_26,SG_20170201.csv.gz,26,6.5,6.75,563,True,1943.2316507647029,0.1281525973169104,[1.17986803e+02 8.19384960e+02 3.71785610e-02],[2.16508443e+05 1.21935915e+03 3.01602405e-01],False,False,False,0,False,False,False,0,True,True,True,3
7_27,SG_20170201.csv.gz,27,6.75,7.0,771,True,3115.6287738313763,0.16444032520570467,[9.80814139e+01 8.02786961e+02 2.60060462e-02],[2.29916867e+05 1.11097096e+03 2.99849017e-01],False,False,False,0,False,False,False,0,True,True,True,3
7_28,SG_20170201.csv.gz,28,7.0,7.25,1008,True,3245.35127509835,0.2378522981946093,[6.19903564e+01 4.39060691e+02 5.98978174e-02],[2.31612423e+05 6.54155065e+02 5.13077304e-01],False,False,False,0,False,False,False,0,True,True,True,3
7_29,SG_20170201.csv.gz,29,7.25,7.5,903,True,3061.0048432909903,0.20218638183275206,[9.07366246e+01 6.03753015e+02 5.48046976e-02],[2.15644825e+05 8.92509892e+02 4.49068052e-01],False,False,False,0,False,False,False,0,True,True,True,3
7_30,SG_20170201.csv.gz,30,7.5,7.75,759,True,2186.5797538159068,0.1908537987733873,[8.59504632e+01 5.33933056e+02 6.29458522e-02],[2.17911341e+05 8.40862864e+02 4.54711779e-01],False,False,False,0,False,False,False,0,True,True,True,3
7_31,SG_20170201.csv.gz,31,7.75,8.0,713,True,2307.7803385841057,0.1676591274819294,[1.21413542e+02 7.35448210e+02 1.01198474e-01],[2.23655775e+05 1.13416323e+03 7.27130313e-01],False,False,False,0,False,False,False,0,True,True,True,3
7_32,SG_20170201.csv.gz,32,8.0,8.25,410,True,931.5910070511106,0.16705363373658408,[6.65518943e+01 3.92042376e+02 2.66900421e-03],[2.08270398e+05 6.32347869e+02 2.04082038e-01],False,False,False,0,False,False,False,0,True,True,True,3
7_33,SG_20170201.csv.gz,33,8.25,8.482611275,778,True,2681.880570186593,0.2045751599238871,[8.47087120e+01 5.68786316e+02 3.66268194e-02],[2.19177556e+05 8.25790645e+02 4.02340123e-01],False,False,False,0,False,False,False,0,True,True,True,3
8_0,SG_20170124.csv.gz,0,0.0,0.25,673,True,2049.299581752443,0.15379904038172132,[1.23156454e+02 7.90594821e+02 7.87186922e-02],[1.95478583e+05 1.21804534e+03 5.44626914e-01],False,False,False,0,False,False,False,0,True,True,True,3
8_1,SG_20170124.csv.gz,1,0.25,0.5,414,True,1369.4998647022167,0.09923116581257634,[9.92824774e+01 7.31054625e+02 2.04281805e-02],[2.09149252e+05 1.06043634e+03 2.14461206e-01],False,False,False,0,False,False,False,0,True,True,True,3
8_2,SG_20170124.csv.gz,2,0.5,0.75,237,True,306.6552900186357,0.08681418313615973,[4.75857780e+01 3.00904648e+02 2.09151162e-02],[1.79935048e+05 5.45250442e+02 1.75570948e-01],False,False,False,0,False,False,False,0,True,True,True,3
8_3,SG_20170124.csv.gz,3,0.75,1.0,349,True,850.4652723703101,0.08667932486276521,[1.31224046e+02 7.63578812e+02 5.78015718e-02],[2.14363547e+05 1.29533897e+03 3.08646433e-01],False,True,True,2,False,False,False,0,True,True,True,3
8_4,SG_20170124.csv.gz,4,1.0,1.25,263,True,763.120300841436,0.09195503867758596,[8.43566394e+04 8.92942071e+01 2.78796836e-02],[2.15289893e+05 5.35022462e+02 2.17894801e-01],True,True,True,3,False,False,False,0,True,True,True,3
8_5,SG_20170124.csv.gz,5,1.25,1.5,366,True,1408.6179110663243,0.0922710529862716,[9.77826050e+04 9.45324901e+00 2.08602048e-02],[2.13056951e+05 6.33437416e+01 1.59312789e-01],False,False,False,0,False,False,False,0,True,True,True,3
8_6,SG_20170124.csv.gz,6,1.5,1.75,634,True,1968.8794216895367,0.13780908175008239,[1.02349675e+02 6.39935130e+02 5.97732150e-02],[2.23436500e+05 9.50788029e+02 4.55802182e-01],False,False,False,0,False,False,False,0,True,True,True,3
8_7,SG_20170124.csv.gz,7,1.75,2.0,326,True,707.9482256354803,0.11330735931083216,[7.86971095e+01 5.26516441e+02 1.90891752e-02],[2.36628938e+05 8.91997130e+02 1.96250924e-01],False,False,False,0,False,False,False,0,True,True,True,3
8_8,SG_20170124.csv.gz,8,2.0,2.25,531,True,1979.832249827998,0.10499148031734223,[1.00042382e+02 7.38653366e+02 2.97889207e-02],[2.20419228e+05 1.04978174e+03 2.51026035e-01],False,False,False,0,False,False,False,0,True,True,True,3
8_9,SG_20170124.csv.gz,9,2.25,2.5,317,True,874.6640696442121,0.08867975269693451,[6.64285728e+01 4.49656778e+02 1.20860375e-02],[2.12441564e+05 6.72897630e+02 1.51098575e-01],False,False,True,1,False,False,False,0,True,True,True,3
8_10,SG_20170124.csv.gz,10,2.5,2.75,277,True,762.9822877790486,0.07879922707907588,[1.37579487e+02 8.53452597e+02 2.18639623e-02],[2.13551359e+05 1.36923946e+03 1.82491678e-01],False,False,False,0,False,False,False,0,True,True,True,3
8_11,SG_20170124.csv.gz,11,2.75,3.0,235,True,553.6038099433492,0.06607603821721553,[8.64298839e+01 4.50150880e+02 2.23579529e-02],[2.11353140e+05 7.11976439e+02 1.92518210e-01],False,False,False,0,False,False,False,0,True,True,True,3
8_12,SG_20170124.csv.gz,12,3.0,3.25,235,True,599.7563969731311,0.07974641040438632,[1.67811290e+02 8.78813636e+02 1.07138090e-02],[1.98365072e+05 1.42559326e+03 1.39827337e-01],False,False,False,0,False,False,False,0,True,True,True,3
8_13,SG_20170124.csv.gz,13,3.25,3.5,222,True,463.44462884657656,0.06889897392570603,[9.07341521e+01 4.84205066e+02 1.31176296e-02],[2.00856810e+05 7.66122328e+02 1.48963121e-01],False,False,False,0,False,False,False,0,True,True,True,3
8_14,SG_20170124.csv.gz,14,3.5,3.75,306,True,1264.694555081375,0.0694648890393157,[1.91191801e+02 1.21201292e+03 6.92118845e-03],[2.30490888e+05 1.64467532e+03 1.16531997e-01],True,True,True,3,False,False,False,0,True,True,True,3
8_15,SG_20170124.csv.gz,15,3.75,4.0,176,True,416.98310797313655,0.06744841655395507,[7.41188790e+02 2.96827078e+03 3.07012338e-02],[2.01815882e+05 5.48129066e+03 2.79577731e-01],False,False,False,0,False,False,False,0,True,True,True,3
8_16,SG_20170124.csv.gz,16,4.0,4.25,137,True,174.72305716495686,0.05007604005182038,[4.82452197e+01 2.73511135e+02 9.36437223e-03],[2.02765387e+05 4.76583472e+02 9.64259311e-02],False,False,False,0,False,False,False,0,True,True,True,3
8_17,SG_20170124.csv.gz,17,4.25,4.5,302,True,1069.7004642404,0.055637946495806404,[9.18696139e+01 7.02058411e+02 1.85644117e-02],[2.20914782e+05 9.91822556e+02 1.47423212e-01],False,False,False,0,False,False,False,0,True,True,True,3
8_18,SG_20170124.csv.gz,18,4.5,4.75,139,True,247.4354906161088,0.05931014168392005,[1.70896935e+02 8.68604043e+02 3.12936591e-03],[2.10134111e+05 1.48120779e+03 1.08747718e-01],False,False,False,0,False,False,False,0,True,True,True,3
8_19,SG_20170124.csv.gz,19,4.75,5.0,162,True,503.3548832517009,0.033496956547896826,[3.00355121e+02 1.75509387e+03 2.33172824e-02],[2.00089791e+05 2.67403555e+03 1.49107651e-01],False,False,False,0,False,False,False,0,True,True,True,3
8_20,SG_20170124.csv.gz,20,5.0,5.25,239,True,996.8124611007368,0.05404328137496573,[3.20211919e+02 2.03937515e+03 8.92484970e-03],[2.16554915e+05 2.84331633e+03 1.13558105e-01],False,False,False,0,False,False,False,0,True,True,True,3
8_21,SG_20170124.csv.gz,21,5.25,5.5,173,True,339.19499175735984,0.04804119321738877,[7.37965161e+01 3.94159519e+02 1.53012919e-02],[2.00575711e+05 6.26853388e+02 1.25307420e-01],True,True,True,3,False,False,False,0,True,True,True,3
8_22,SG_20170124.csv.gz,22,5.5,5.75,163,True,408.8561564713052,0.05737172109687455,[1.41732922e+02 8.58688001e+02 5.19259976e-03],[2.10852300e+05 1.36351472e+03 9.64368920e-02],False,False,False,0,False,False,False,0,True,True,True,3
8_23,SG_20170124.csv.gz,23,5.75,6.0,228,True,777.3207821061217,0.05693895911773457,[1.05888828e+02 5.76894902e+02 3.14078814e-03],[2.02232014e+05 7.71762128e+02 1.14713678e-01],False,False,False,0,False,False,False,0,True,True,True,3
8_24,SG_20170124.csv.gz,24,6.0,6.25,273,True,1034.6174182163747,0.049659438118646766,[1.24353510e+02 7.76000353e+02 1.20288609e-02],[2.31417546e+05 1.05045110e+03 1.21538883e-01],False,False,False,0,False,False,False,0,True,True,True,3
8_25,SG_20170124.csv.gz,25,6.25,6.5,268,True,374.0436549798346,0.06502996475770245,[2.12257291e+01 1.31375016e+02 2.25667228e-02],[2.02124292e+05 2.05805850e+02 1.56984386e-01],False,False,False,0,False,False,False,0,True,True,True,3
8_26,SG_20170124.csv.gz,26,6.5,6.75,657,True,2455.1119395214355,0.11867603819977698,[5.30406784e+01 4.49897662e+02 3.17693482e-02],[2.17399278e+05 6.17598180e+02 2.89468137e-01],False,False,False,0,False,False,False,0,True,True,True,3
8_27,SG_20170124.csv.gz,27,6.75,7.0,369,True,783.813278258031,0.12827751566679685,[8.23604646e+01 4.20957918e+02 2.10342812e-02],[1.99657060e+05 6.89068956e+02 2.76250935e-01],False,False,False,0,False,False,False,0,True,True,True,3
8_28,SG_20170124.csv.gz,28,7.0,7.25,359,True,531.4153197738972,0.11580945333156999,[1.28452703e+01 9.47887855e+01 1.62029999e-02],[2.07196708e+05 1.53404778e+02 1.76943943e-01],False,False,False,0,False,False,False,0,True,True,True,3
8_29,SG_20170124.csv.gz,29,7.25,7.5,386,True,938.3652230732514,0.09107833143388214,[3.90727820e+01 2.45903440e+02 2.77166742e-02],[2.22728647e+05 3.73082519e+02 2.15858823e-01],False,False,False,0,False,False,False,0,True,True,True,3
8_30,SG_20170124.csv.gz,30,7.5,7.75,275,True,627.5345836674148,0.08990164302228401,[1.02916803e+02 5.66776599e+02 1.54091104e-02],[1.98152369e+05 9.21653836e+02 1.70519517e-01],False,False,False,0,False,False,False,0,True,True,True,3
8_31,SG_20170124.csv.gz,31,7.75,8.0,513,True,1953.1937384533169,0.11467904477420572,[1.40603109e+02 8.55099360e+02 1.36189463e-02],[2.19965328e+05 1.16736819e+03 2.07837738e-01],False,False,False,0,False,False,False,0,True,True,True,3
8_32,SG_20170124.csv.gz,32,8.0,8.25,526,True,1744.9620854233362,0.14111114247072612,[9.47069453e+01 5.57189333e+02 1.27312562e-02],[2.24725616e+05 7.88864173e+02 2.45684591e-01],False,False,False,0,False,False,False,0,True,True,True,3
8_33,SG_20170124.csv.gz,33,8.25,8.483203092777778,596,True,2246.215586551683,0.14949369973662935,[1.19699628e+02 7.85324831e+02 2.50822146e-02],[2.21261305e+05 1.09526343e+03 3.07694927e-01],False,False,False,0,False,False,False,0,True,True,True,3
9_0,SG_20170120.csv.gz,0,0.0,0.25,508,True,1789.4480954448663,0.11703171762175917,[9.19342779e+01 6.86696097e+02 2.40870221e-02],[2.33952571e+05 9.84210829e+02 2.54425198e-01],False,False,False,0,False,False,False,0,True,True,True,3
9_1,SG_20170120.csv.gz,1,0.25,0.5,703,True,2535.2227629094414,0.17056802997919762,[1.46600861e+02 1.02603175e+03 3.05787281e-02],[2.09244435e+05 1.47407273e+03 3.60365806e-01],False,False,False,0,False,False,False,0,True,True,True,3
9_2,SG_20170120.csv.gz,2,0.5,0.75,529,True,1476.7539347587713,0.15185586341839505,[1.36422873e+02 7.46933108e+02 5.47174769e-02],[2.11699271e+05 1.23594262e+03 3.99627089e-01],False,False,False,0,False,False,False,0,True,True,True,3
9_3,SG_20170120.csv.gz,3,0.75,1.0,449,True,1332.3012537819668,0.09522101594613144,[6.02849589e+01 4.47589144e+02 3.01547782e-02],[2.04457472e+05 6.55599473e+02 2.38363556e-01],False,False,False,0,False,False,False,0,True,True,True,3
9_4,SG_20170120.csv.gz,4,1.0,1.25,520,True,1033.9625213201941,0.13111217231997155,[3.60196053e+01 2.47772824e+02 4.70189731e-02],[1.94758539e+05 4.08492469e+02 2.82599368e-01],False,False,False,0,False,False,False,0,True,True,True,3
9_5,SG_20170120.csv.gz,5,1.25,1.5,613,True,1422.1132538421589,0.14979463704667662,[2.69404791e+01 1.92580257e+02 4.04380538e-02],[2.05283418e+05 2.90843014e+02 3.43224894e-01],False,False,False,0,False,False,False,0,True,True,True,3
9_6,SG_20170120.csv.gz,6,1.5,1.75,523,True,1661.7449764529274,0.0941427376054132,[4.78674642e+01 3.87957737e+02 2.92753328e-02],[2.31601595e+05 5.54712024e+02 2.10570412e-01],False,False,False,0,False,False,False,0,True,True,True,3
9_7,SG_20170120.csv.gz,7,1.75,2.0,480,True,734.2358874626464,0.14212301696514518,[2.42160639e+01 1.35261434e+02 3.53522808e-02],[2.00767924e+05 2.22447949e+02 2.82276277e-01],False,False,False,0,False,False,False,0,True,True,True,3
9_8,SG_20170120.csv.gz,8,2.0,2.25,280,True,537.949238551731,0.09670451542098935,[5.92404325e+04 3.30105772e+01 4.06117883e-02],[1.84977284e+05 1.79986873e+02 2.15220147e-01],False,False,False,0,False,False,False,0,True,True,True,3
9_9,SG_20170120.csv.gz,9,2.25,2.5,311,True,656.4034353212387,0.09934767031955964,[4.62302627e+01 3.12085840e+02 1.59508344e-02],[2.21808829e+05 5.11194044e+02 1.56677888e-01],False,False,False,0,False,False,False,0,True,True,True,3
9_10,SG_20170120.csv.gz,10,2.5,2.75,377,True,890.8777007155313,0.07740302878008798,[2.86179813e+01 2.14530763e+02 3.05645812e-02],[2.20720372e+05 3.23093799e+02 2.01843570e-01],False,False,False,0,False,False,False,0,True,True,True,3
9_11,SG_20170120.csv.gz,11,2.75,3.0,4326,True,28008.11269137169,0.32547942800283214,[1.63143845e+05 7.75154839e+01 3.69003352e+00],[2.98559848e+05 7.63408875e+02 1.39104322e+01],False,False,False,0,False,False,False,0,True,True,True,3
9_12,SG_20170120.csv.gz,12,3.0,3.25,262,True,458.0770383497561,0.07240891963047473,[2.71957787e+01 1.57310071e+02 1.18592608e-02],[2.08304012e+05 2.38898568e+02 1.28031487e-01],False,False,False,0,False,False,False,0,True,True,True,3
9_13,SG_20170120.csv.gz,13,3.25,3.5,376,True,985.9030141580373,0.08987362240583663,[6.79537680e+01 4.78150212e+02 3.03832229e-02],[2.12678925e+05 7.54374470e+02 2.01494424e-01],False,False,False,0,False,False,False,0,True,True,True,3
9_14,SG_20170120.csv.gz,14,3.5,3.75,305,True,1032.2762060974705,0.06747941468312528,[1.25999611e+02 9.12599045e+02 2.50464994e-02],[2.21816049e+05 1.36698306e+03 1.88642470e-01],False,False,False,0,False,False,False,0,True,True,True,3
9_15,SG_20170120.csv.gz,15,3.75,4.0,295,True,700.5376319092479,0.0841900258087597,[2.26271965e+02 1.23788377e+03 5.41965735e-02],[2.04608962e+05 2.21070490e+03 2.95787248e-01],False,False,False,0,False,False,False,0,True,True,True,3
9_16,SG_20170120.csv.gz,16,4.0,4.25,417,True,1408.9900060237758,0.10167357566855029,[1.37501228e+02 9.40300476e+02 2.87697635e-02],[2.32865519e+05 1.41365021e+03 2.50132224e-01],False,False,False,0,False,False,False,0,True,True,True,3
9_17,SG_20170120.csv.gz,17,4.25,4.5,275,True,700.8457731262063,0.0743622912308343,[9.94389686e+01 6.04071954e+02 2.32302450e-02],[2.19653741e+05 9.65081945e+02 1.75581315e-01],False,False,False,0,False,False,False,0,True,True,True,3
9_18,SG_20170120.csv.gz,18,4.5,4.75,355,True,814.9794227743886,0.07696403945906911,[3.63926669e+01 1.97899486e+02 2.83910707e-02],[2.31891716e+05 2.92572334e+02 2.19495293e-01],False,False,False,0,False,False,False,0,True,True,True,3
9_19,SG_20170120.csv.gz,19,4.75,5.0,235,True,308.33629685956856,0.08120041859813334,[2.09113186e+01 1.44661273e+02 1.98706487e-02],[2.18739534e+05 2.48908157e+02 1.84439654e-01],False,False,False,0,False,False,False,0,True,True,True,3
9_20,SG_20170120.csv.gz,20,5.0,5.25,131,True,169.29017203806436,0.05587476704192272,[2.60808266e+04 2.46610493e-01 0.00000000e+00],[6.94125084e+04 1.02194102e+00 8.15116415e-02],False,False,False,0,False,False,False,0,False,True,False,1
9_21,SG_20170120.csv.gz,21,5.25,5.5,216,True,658.0916460646592,0.04885252890516355,[7.87331312e+01 5.78948669e+02 1.86369645e-02],[2.24159389e+05 8.57846830e+02 1.51555581e-01],True,False,False,1,False,False,False,0,True,True,True,3
9_22,SG_20170120.csv.gz,22,5.5,5.75,201,True,534.869983055982,0.050595384769081105,[9.15273066e+01 6.49003709e+02 1.47990231e-02],[2.22011635e+05 1.00083883e+03 1.18010156e-01],False,False,False,0,False,False,False,0,True,True,True,3
9_23,SG_20170120.csv.gz,23,5.75,6.0,167,True,309.30541374069423,0.04331555927688798,[5.25520170e+01 3.06177063e+02 2.16016989e-02],[1.76309138e+05 4.88831950e+02 1.54001819e-01],False,False,False,0,False,False,False,0,True,True,True,3
9_24,SG_20170120.csv.gz,24,6.0,6.25,302,True,574.5779338929256,0.06807598336402214,[2.81165516e+01 1.62810685e+02 2.80053395e-02],[2.16126307e+05 2.54952844e+02 1.76829246e-01],False,False,False,0,False,False,False,0,True,True,True,3
9_25,SG_20170120.csv.gz,25,6.25,6.5,312,True,529.7004093911122,0.0912966086082149,[6.08490118e+01 3.43420241e+02 5.25845000e-02],[2.12227643e+05 6.05066918e+02 3.11540480e-01],False,False,False,0,False,False,False,0,True,True,True,3
9_26,SG_20170120.csv.gz,26,6.5,6.75,813,True,2186.867379649677,0.17582837213215116,[1.29254020e+02 5.82290857e+02 3.28506962e-01],[2.21980598e+05 1.00653796e+03 1.44904626e+00],True,True,True,3,False,False,False,0,True,True,True,3
