,file,interval_idx,t_start_hours,t_end_hours,n_events,success,log_likelihood,mu,alpha,beta,ks_reject_khmaladze,ad_reject_khmaladze,cvm_reject_khmaladze,rejected_count_khmaladze,ks_reject_naive,ad_reject_naive,cvm_reject_naive,rejected_count_naive,ks_reject_exp,ad_reject_exp,cvm_reject_exp,rejected_count_exp
4_8,SG_20170131.csv.gz,8,2.0,2.25,495,True,1813.097969045179,0.24578862726507306,19669.9844869708,34213.99480621707,False,False,False,0,False,False,False,0,True,True,True,3
4_9,SG_20170131.csv.gz,9,2.25,2.5,313,True,641.8937591179172,0.212783267655821,46950.75373756561,155079.96536261422,False,False,False,0,False,False,False,0,True,True,True,3
4_10,SG_20170131.csv.gz,10,2.5,2.75,443,True,1436.2720132367388,0.22502064392209212,11757.079708381318,21693.667008980832,True,True,True,3,False,True,False,1,True,True,True,3
4_11,SG_20170131.csv.gz,11,2.75,3.0,378,True,993.051734383767,0.21026082979973043,8792.736172739867,23809.553759398987,False,False,False,0,False,True,False,1,True,True,True,3
4_12,SG_20170131.csv.gz,12,3.0,3.25,370,True,1276.4251746006182,0.18922340983341354,16881.858848659973,36520.351909026715,True,True,True,3,False,True,False,1,True,True,True,3
4_13,SG_20170131.csv.gz,13,3.25,3.5,378,True,1246.6846150004967,0.19074438764891133,13307.634096980015,26431.50121414352,False,False,False,0,False,False,False,0,True,True,True,3
4_14,SG_20170131.csv.gz,14,3.5,3.75,277,True,704.4843188231631,0.15182272475355604,8588.837145955496,20737.41108225231,False,True,False,1,False,False,False,0,True,True,True,3
4_15,SG_20170131.csv.gz,15,3.75,4.0,459,True,1686.8373305290015,0.19781441707102482,5668.349205980747,10129.263121277982,False,True,True,2,False,True,False,1,True,True,True,3
4_16,SG_20170131.csv.gz,16,4.0,4.25,500,True,1700.9062105617018,0.26392626483001613,21485.764310922357,37297.30447958363,False,False,False,0,False,True,False,1,True,True,True,3
4_17,SG_20170131.csv.gz,17,4.25,4.5,286,True,838.1208825274516,0.13459479564156052,4240.790938679704,9367.958979540696,False,True,False,1,False,True,False,1,True,True,True,3
4_18,SG_20170131.csv.gz,18,4.5,4.75,690,True,2972.7864914348047,0.2996395104203386,12818.516377805456,22005.02895025994,False,True,False,1,False,True,False,1,True,True,True,3
4_19,SG_20170131.csv.gz,19,4.75,5.0,405,True,932.6811425609537,0.23896131323366113,6561.929641388832,17471.8473795501,False,True,False,1,False,True,False,1,True,True,True,3
4_20,SG_20170131.csv.gz,20,5.0,5.25,225,True,325.0045488474684,0.1405145089224213,3947.1748852049345,13347.388845195952,False,False,False,0,True,True,True,3,True,True,True,3
4_21,SG_20170131.csv.gz,21,5.25,5.5,290,True,667.7662857531374,0.1590595229416374,5436.038756060507,10464.89226580883,False,False,False,0,False,False,False,0,True,True,True,3
4_22,SG_20170131.csv.gz,22,5.5,5.75,380,True,907.3954847499436,0.220822616268699,9020.001177891874,23331.326779640018,False,True,False,1,False,False,False,0,True,True,True,3
4_23,SG_20170131.csv.gz,23,5.75,6.0,288,True,671.0710966671566,0.1657187145465275,9638.378785257431,26567.892245633306,True,True,True,3,False,True,False,1,True,True,True,3
4_24,SG_20170131.csv.gz,24,6.0,6.25,202,True,291.1407454837078,0.129249374971378,6570.040633906683,24366.35025015374,False,False,False,0,False,True,False,1,True,True,True,3
4_25,SG_20170131.csv.gz,25,6.25,6.5,476,True,1503.2037781755282,0.24290893386292411,10193.765061589413,21378.650232682397,False,True,False,1,False,False,False,0,True,True,True,3
4_26,SG_20170131.csv.gz,26,6.5,6.75,483,True,1227.7536334538263,0.2447980516319194,2639.0292951849938,5989.23157090263,False,False,False,0,False,True,False,1,True,True,True,3
4_27,SG_20170131.csv.gz,27,6.75,7.0,563,True,1554.8804101914043,0.32467983817967133,12512.993112269076,27465.21386170683,False,False,False,0,False,False,False,0,True,True,True,3
4_28,SG_20170131.csv.gz,28,7.0,7.25,937,True,3589.705896038241,0.4325936207994143,8516.429855784205,16426.08344634032,True,True,False,2,False,True,False,1,True,True,True,3
4_29,SG_20170131.csv.gz,29,7.25,7.5,787,True,2818.5268072354784,0.4071825972962746,16796.259626882966,30876.124534583534,True,False,False,1,False,False,False,0,True,True,True,3
4_30,SG_20170131.csv.gz,30,7.5,7.75,654,True,1877.2574759710606,0.3583435076106137,9288.377078679157,18370.109976027747,False,False,False,0,False,False,False,0,True,True,True,3
4_31,SG_20170131.csv.gz,31,7.75,8.0,752,True,2271.5607267165406,0.42883409889200613,15647.551804731303,33021.95953245317,True,True,True,3,False,False,False,0,True,True,True,3
4_32,SG_20170131.csv.gz,32,8.0,8.25,1149,True,3739.7184817083034,0.8228560420402922,80892.83941216004,161701.11320059022,False,True,False,1,True,True,True,3,True,True,True,3
4_33,SG_20170131.csv.gz,33,8.25,8.482977427777778,1228,True,5520.772810894085,0.6909589272661162,56471.10992758969,115190.82757363992,False,True,False,1,False,True,False,1,True,True,True,3
5_0,SG_20170119.csv.gz,0,0.0,0.25,920,True,3655.2321871021677,0.46530093629902186,38979.37432358564,75072.7284133492,False,False,False,0,False,False,False,0,True,True,True,3
5_1,SG_20170119.csv.gz,1,0.25,0.5,568,True,1775.0557559554627,0.3079734748098081,11455.544682951078,28790.189336372554,False,True,False,1,False,True,False,1,True,True,True,3
5_2,SG_20170119.csv.gz,2,0.5,0.75,441,True,1502.0371843652442,0.2252014604851937,12455.963474798236,34697.43006592638,False,False,False,0,True,True,True,3,True,True,True,3
5_3,SG_20170119.csv.gz,3,0.75,1.0,374,True,1268.1694192971047,0.18592615960175501,12368.10296276149,28219.61548162767,False,False,False,0,False,False,False,0,True,True,True,3
5_4,SG_20170119.csv.gz,4,1.0,1.25,433,True,1552.7577540684792,0.23645846525403488,46534.3113370998,111089.00857999551,False,True,False,1,False,True,False,1,True,True,True,3
5_5,SG_20170119.csv.gz,5,1.25,1.5,283,True,664.7279735042055,0.14991321942063043,3308.0286287027634,10661.567763685658,False,False,False,0,True,True,True,3,True,True,True,3
5_6,SG_20170119.csv.gz,6,1.5,1.75,324,True,728.2339094789038,0.19046906615366294,7042.5956741389555,24400.882533616783,True,True,True,3,True,True,False,2,True,True,True,3
5_7,SG_20170119.csv.gz,7,1.75,2.0,206,True,281.4481558680338,0.1204144145536886,2706.7721757224335,5712.612154227307,False,False,False,0,False,False,False,0,True,True,True,3
5_8,SG_20170119.csv.gz,8,2.0,2.25,289,True,843.6815963772735,0.15204270401460043,10826.61340619261,26021.6412236987,False,False,False,0,False,True,False,1,True,True,True,3
5_9,SG_20170119.csv.gz,9,2.25,2.5,329,True,863.1752490786247,0.16925703883082452,6272.608476454774,11658.352044661937,False,False,False,0,False,False,False,0,True,True,True,3
5_10,SG_20170119.csv.gz,10,2.5,2.75,256,True,828.0722116091098,0.14340041133207776,45516.451745105725,134456.75472819986,False,False,False,0,False,True,False,1,True,True,True,3
5_11,SG_20170119.csv.gz,11,2.75,3.0,439,True,2072.8178463641448,0.20823771226300147,53513.595934512385,99281.80779994238,False,True,False,1,False,True,False,1,True,True,True,3
5_12,SG_20170119.csv.gz,12,3.0,3.25,239,True,614.1568968154598,0.1332987781360329,9473.954366325623,33789.1961525965,False,True,False,1,False,True,False,1,True,True,True,3
5_13,SG_20170119.csv.gz,13,3.25,3.5,139,True,174.35060732209914,0.08684057466769037,6337.607878270925,14461.372230151248,False,True,False,1,False,False,False,0,True,True,True,3
5_14,SG_20170119.csv.gz,14,3.5,3.75,111,True,103.20154012821644,0.07336941951010037,6467.525164512656,27570.063774260132,False,True,False,1,False,True,False,1,True,True,True,3
5_15,SG_20170119.csv.gz,15,3.75,4.0,94,True,20.80620594390779,0.06666705243790295,4113.297263709061,26966.972115640263,False,True,False,1,False,True,False,1,True,True,True,3
5_16,SG_20170119.csv.gz,16,4.0,4.25,322,True,1392.0430676930905,0.14435339254277324,19526.959448460573,38278.20702839923,True,True,True,3,True,True,False,2,True,True,True,3
5_17,SG_20170119.csv.gz,17,4.25,4.5,236,True,568.6900470085427,0.10407856275018802,1458.7856840296092,2994.1627609995658,False,True,False,1,False,True,False,1,True,True,True,3
5_18,SG_20170119.csv.gz,18,4.5,4.75,368,True,785.2611178850068,0.2202610843368268,7864.04422681797,19547.7315231122,False,True,False,1,False,True,False,1,True,True,True,3
5_19,SG_20170119.csv.gz,19,4.75,5.0,634,True,2427.4138399998574,0.31458215431525927,22852.699002511185,38951.411658158766,False,True,False,1,False,False,False,0,True,True,True,3
5_20,SG_20170119.csv.gz,20,5.0,5.25,285,True,861.810699229033,0.15055390746994166,14573.20485215077,32123.34369887286,False,True,False,1,False,True,False,1,True,True,True,3
5_21,SG_20170119.csv.gz,21,5.25,5.5,267,True,661.2460358966449,0.13300548865084244,3687.5332006054523,8540.549274629242,False,False,False,0,False,True,True,2,True,True,True,3
5_22,SG_20170119.csv.gz,22,5.5,5.75,922,True,3261.007820474865,0.4734483890530043,12764.19552654343,23609.703293535415,True,True,True,3,False,True,False,1,True,True,True,3
5_23,SG_20170119.csv.gz,23,5.75,6.0,562,True,2085.6427979253754,0.26519847443890376,12926.318133060826,25878.859144004626,False,False,False,0,False,False,False,0,True,True,True,3
5_24,SG_20170119.csv.gz,24,6.0,6.25,687,True,2338.6726262350517,0.3354035738039774,8590.124726609307,15407.995940090103,False,True,False,1,False,True,False,1,True,True,True,3
5_25,SG_20170119.csv.gz,25,6.25,6.5,669,True,2335.098708357589,0.33813510310717,12628.244033273771,23362.743007978093,False,True,False,1,False,True,False,1,True,True,True,3
5_26,SG_20170119.csv.gz,26,6.5,6.75,623,True,2319.2073342633025,0.30079348586415533,12810.585290584138,23557.592050100495,False,True,False,1,False,True,False,1,True,True,True,3
5_27,SG_20170119.csv.gz,27,6.75,7.0,465,True,1305.8892558919094,0.25999152197568975,11313.210772776718,29361.575914768895,False,True,False,1,False,True,False,1,True,True,True,3
5_28,SG_20170119.csv.gz,28,7.0,7.25,564,True,1377.001848996476,0.3349083923587316,9877.070957572974,22395.096503605455,False,False,False,0,False,False,False,0,True,True,True,3
5_29,SG_20170119.csv.gz,29,7.25,7.5,393,True,968.7197830606729,0.22987384873957684,10650.974444363488,29028.31601772158,True,True,True,3,False,False,False,0,True,True,True,3
5_30,SG_20170119.csv.gz,30,7.5,7.75,347,True,756.6097389131678,0.17815110973632867,1781.4681293317676,5238.376982514314,False,False,False,0,True,True,True,3,True,True,True,3
5_31,SG_20170119.csv.gz,31,7.75,8.0,539,True,1908.725556548735,0.26589628553362343,11575.505257144328,22767.598423913016,True,True,True,3,False,False,False,0,True,True,True,3
5_32,SG_20170119.csv.gz,32,8.0,8.25,417,True,1025.7110892947276,0.24734167367937682,9191.176206147706,26950.226916964264,True,True,True,3,False,True,False,1,True,True,True,3
5_33,SG_20170119.csv.gz,33,8.25,8.482312066111112,373,True,1138.4670977097567,0.21855281914394123,17021.31299783307,35887.16613196823,True,True,True,3,False,False,False,0,True,True,True,3
6_0,SG_20170126.csv.gz,0,0.0,0.25,1408,True,6647.470909942911,0.6926274180038368,51787.38064802562,97298.41050711798,True,True,True,3,False,True,False,1,True,True,True,3
6_1,SG_20170126.csv.gz,1,0.25,0.5,1820,True,9239.824644230735,0.8759299443882779,56804.655051430505,125109.34672512682,True,True,False,2,True,True,False,2,True,True,True,3
6_2,SG_20170126.csv.gz,2,0.5,0.75,871,True,3789.3924803249097,0.45483539929480926,60530.85135536771,121336.80326743872,False,False,False,0,False,False,False,0,True,True,True,3
6_3,SG_20170126.csv.gz,3,0.75,1.0,789,True,3007.691220322478,0.3966131618723794,19128.507404000415,34972.18438970215,False,False,False,0,False,False,False,0,True,True,True,3
6_4,SG_20170126.csv.gz,4,1.0,1.25,764,True,2858.815962841256,0.431531093509176,68807.00013176382,131762.33718050926,False,False,False,0,False,False,False,0,True,True,True,3
6_5,SG_20170126.csv.gz,5,1.25,1.5,680,True,2286.7224509479397,0.328543048046294,6384.663353019309,12882.0681502324,True,True,True,3,False,True,False,1,True,True,True,3
6_6,SG_20170126.csv.gz,6,1.5,1.75,540,True,2036.2930216578739,0.30056445267929494,55195.38051182331,98292.3482275811,True,True,True,3,True,True,False,2,True,True,True,3
6_7,SG_20170126.csv.gz,7,1.75,2.0,466,True,1531.956535366042,0.24137363910284557,12619.96384621453,27374.35837379541,False,False,False,0,False,False,False,0,True,True,True,3
6_8,SG_20170126.csv.gz,8,2.0,2.25,301,True,829.4327766780012,0.16117155077523124,12144.136581806615,23414.787620842733,True,True,True,3,False,False,False,0,True,True,True,3
6_9,SG_20170126.csv.gz,9,2.25,2.5,363,True,971.4458966860675,0.20226728507829606,12474.117609407058,26636.88391626692,False,False,False,0,False,False,False,0,True,True,True,3
6_10,SG_20170126.csv.gz,10,2.5,2.75,433,True,1925.840253663828,0.20252184443617677,39068.45689999547,126550.44700631835,False,True,False,1,True,True,True,3,True,True,True,3
6_11,SG_20170126.csv.gz,11,2.75,3.0,232,True,640.0852010391768,0.12330034017423495,9311.485414063367,26639.05276588271,True,True,True,3,False,True,False,1,True,True,True,3
6_12,SG_20170126.csv.gz,12,3.0,3.25,323,True,1083.1829505269948,0.17629311322079752,38773.29579465481,90426.10593196264,True,True,True,3,False,True,False,1,True,True,True,3
6_13,SG_20170126.csv.gz,13,3.25,3.5,183,True,420.29208909756045,0.11553726992553147,35045.126893832065,144346.53009905302,False,False,False,0,False,True,False,1,True,True,True,3
6_14,SG_20170126.csv.gz,14,3.5,3.75,205,True,637.4343442065481,0.10008730996102352,9920.682056862364,25775.830164989347,False,False,False,0,False,True,False,1,True,True,True,3
6_15,SG_20170126.csv.gz,15,3.75,4.0,657,True,3732.370729206217,0.2605213906166123,57110.026045626495,94779.98431883867,False,True,False,1,True,True,True,3,True,True,True,3
6_16,SG_20170126.csv.gz,16,4.0,4.25,210,True,238.78725688848263,0.12609301677721355,1512.713500416619,5797.606935816486,False,False,False,0,False,True,True,2,True,True,True,3
6_17,SG_20170126.csv.gz,17,4.25,4.5,383,True,1512.4112564267257,0.18164113473644564,15178.119324731684,35847.35324424938,True,True,True,3,True,True,False,2,True,True,True,3
6_18,SG_20170126.csv.gz,18,4.5,4.75,258,True,877.5615641586335,0.12513392388710154,13360.03131886888,31867.286754146073,False,False,False,0,False,True,False,1,True,True,True,3
6_19,SG_20170126.csv.gz,19,4.75,5.0,400,True,1576.9035108680685,0.17934229894744855,11771.465145539763,21318.03391609074,False,False,False,0,False,False,False,0,True,True,True,3
6_20,SG_20170126.csv.gz,20,5.0,5.25,568,True,1896.3029933691719,0.33399418769628664,61547.57516587424,116034.50155257247,False,True,False,1,True,True,True,3,True,True,True,3
6_21,SG_20170126.csv.gz,21,5.25,5.5,270,True,915.2038813279507,0.1320353560222138,16081.350618417513,32693.315374288093,False,False,False,0,False,False,False,0,True,True,True,3
6_22,SG_20170126.csv.gz,22,5.5,5.75,355,True,1192.129826689061,0.1756563158973621,11302.820218578598,25878.366069104057,False,False,False,0,False,False,False,0,True,True,True,3
6_23,SG_20170126.csv.gz,23,5.75,6.0,507,True,1840.5866185277587,0.2875559492349253,68050.78868568876,121963.91229302205,False,False,False,0,True,True,True,3,True,True,True,3
6_24,SG_20170126.csv.gz,24,6.0,6.25,405,True,1452.1898235963247,0.19316249868332067,11839.444127967003,26607.745041304912,False,False,False,0,True,True,True,3,True,True,True,3
6_25,SG_20170126.csv.gz,25,6.25,6.5,389,True,1091.4611138860773,0.2193729933819129,11472.332282091698,27684.79625162886,True,True,True,3,False,True,False,1,True,True,True,3
6_26,SG_20170126.csv.gz,26,6.5,6.75,553,True,1619.2037705391128,0.3050480070312286,10635.769598817731,21498.033079781344,True,True,True,3,False,False,False,0,True,True,True,3
6_27,SG_20170126.csv.gz,27,6.75,7.0,628,True,2231.654031202572,0.334104910221088,13288.15861371414,29335.395282297108,False,True,False,1,False,True,False,1,True,True,True,3
6_28,SG_20170126.csv.gz,28,7.0,7.25,597,True,2378.9139728820323,0.3229329369584183,52163.63262497009,123465.77668670959,False,True,False,1,False,True,False,1,True,True,True,3
6_29,SG_20170126.csv.gz,29,7.25,7.5,503,True,1458.9667471677785,0.28632844045920053,14607.625883348863,29873.523758110816,False,False,False,0,False,False,False,0,True,True,True,3
6_30,SG_20170126.csv.gz,30,7.5,7.75,399,True,923.7618943722084,0.23867457670147665,12036.209443018703,25737.507221467262,True,True,True,3,True,True,False,2,True,True,True,3
6_31,SG_20170126.csv.gz,31,7.75,8.0,675,True,2414.9087019268495,0.38512468348956475,52482.30176460027,101902.44688086191,False,True,False,1,False,True,False,1,True,True,True,3
6_32,SG_20170126.csv.gz,32,8.0,8.25,441,True,977.872545925912,0.28971815492160163,69067.12230354329,133841.49697382463,False,False,False,0,False,True,False,1,True,True,True,3
6_33,SG_20170126.csv.gz,33,8.25,8.483127487500001,687,True,2318.84265874147,0.4395082806244118,59857.6822409813,128312.48848584836,False,True,False,1,False,False,False,0,True,True,True,3
7_0,SG_20170201.csv.gz,0,0.0,0.25,1109,True,4063.1872004481447,0.5515707984977829,10297.926718359136,19439.072263760863,False,False,False,0,False,False,False,0,True,True,True,3
7_1,SG_20170201.csv.gz,1,0.25,0.5,950,True,3859.943493882498,0.441992281651898,12485.657010423662,23466.399873071332,True,True,True,3,False,True,False,1,True,True,True,3
7_2,SG_20170201.csv.gz,2,0.5,0.75,1007,True,3953.671330132036,0.4916648532045956,15303.797314711735,27096.318644622825,False,False,False,0,False,False,False,0,True,True,True,3
7_3,SG_20170201.csv.gz,3,0.75,1.0,520,True,1758.3112214147925,0.2622165822932683,12943.371496085103,22582.705945680926,True,True,True,3,False,True,False,1,True,True,True,3
7_4,SG_20170201.csv.gz,4,1.0,1.25,489,True,1350.1532780615585,0.25486585601629397,5511.908926948032,10403.47797715585,False,False,False,0,True,True,False,2,True,True,True,3
7_5,SG_20170201.csv.gz,5,1.25,1.5,381,True,725.4275125801373,0.2321473188408945,5171.727310540617,13723.27666122175,False,True,False,1,False,True,False,1,True,True,True,3
7_6,SG_20170201.csv.gz,6,1.5,1.75,547,True,1882.6998734918964,0.26685003359104975,9840.17576978358,17956.24518968196,True,True,True,3,False,False,False,0,True,True,True,3
7_7,SG_20170201.csv.gz,7,1.75,2.0,363,True,756.4116391821776,0.17276155341371102,994.7337346691683,2351.8276385007725,False,True,False,1,False,True,False,1,True,True,True,3
7_8,SG_20170201.csv.gz,8,2.0,2.25,214,True,468.7535809547211,0.12635037188199394,11220.574326665808,35484.53280713797,False,False,False,0,False,False,False,0,True,True,True,3
7_9,SG_20170201.csv.gz,9,2.25,2.5,359,True,1172.7188085785806,0.1802373913611086,9424.49881221398,24809.748436724818,False,True,False,1,False,True,False,1,True,True,True,3
7_10,SG_20170201.csv.gz,10,2.5,2.75,348,True,901.3263495147564,0.19694527783894947,10182.885731264902,28266.948174537214,False,True,True,2,False,True,False,1,True,True,True,3
7_11,SG_20170201.csv.gz,11,2.75,3.0,158,True,341.8890760405637,0.08684282004824308,6393.283333731759,18877.45593950001,False,False,False,0,False,False,False,0,True,True,True,3
7_12,SG_20170201.csv.gz,12,3.0,3.25,167,True,383.83561364131407,0.0931073054938695,12719.229206341763,25102.388596959318,False,False,False,0,False,False,False,0,True,True,True,3
7_13,SG_20170201.csv.gz,13,3.25,3.5,240,True,1249.849995852387,0.09198153505175471,24045.7724899951,46332.54805837463,False,False,False,0,False,True,False,1,True,True,True,3
7_14,SG_20170201.csv.gz,14,3.5,3.75,174,True,421.6870735266246,0.10691560929530172,40370.41134957503,137689.623922291,False,False,False,0,False,False,False,0,True,True,True,3
7_15,SG_20170201.csv.gz,15,3.75,4.0,168,True,234.02336813560134,0.1000904384899573,2894.037311564304,10709.791018528344,False,False,False,0,True,True,True,3,True,True,True,3
7_16,SG_20170201.csv.gz,16,4.0,4.25,222,True,397.1528865371069,0.1366178020436214,9926.99258439735,26052.79553706042,False,False,False,0,False,False,False,0,True,True,True,3
7_17,SG_20170201.csv.gz,17,4.25,4.5,241,True,516.00714300459,0.1412579819281897,11622.157650873994,24552.140337915363,False,False,False,0,False,False,False,0,True,True,True,3
7_18,SG_20170201.csv.gz,18,4.5,4.75,228,True,629.2973141029333,0.12027153911031077,11320.055409556691,31328.82434307776,True,True,False,2,False,True,False,1,True,True,True,3
7_19,SG_20170201.csv.gz,19,4.75,5.0,220,True,774.4829261598358,0.10372378942405552,11836.109215818296,29268.588162862216,False,False,False,0,False,True,False,1,True,True,True,3
7_20,SG_20170201.csv.gz,20,5.0,5.25,390,True,1272.8970624579858,0.1871137839179432,9426.182422544241,17851.429747125778,True,True,True,3,False,True,False,1,True,True,True,3
7_21,SG_20170201.csv.gz,21,5.25,5.5,665,True,2270.414712112262,0.3349105734228404,12750.46335095708,23594.050758750043,False,True,False,1,False,False,False,0,True,True,True,3
7_22,SG_20170201.csv.gz,22,5.5,5.75,399,True,1322.819906149585,0.19183384659457708,10939.987846964872,20199.979109718257,False,False,False,0,False,False,False,0,True,True,True,3
7_23,SG_20170201.csv.gz,23,5.75,6.0,435,True,1526.002104964821,0.20151857019127242,10435.625862894436,17997.029310510745,False,True,False,1,False,False,False,0,True,True,True,3
7_24,SG_20170201.csv.gz,24,6.0,6.25,463,True,1843.2979538196525,0.20223169378097747,13446.526614103172,25207.317105307146,False,True,False,1,False,True,False,1,True,True,True,3
7_25,SG_20170201.csv.gz,25,6.25,6.5,589,True,2538.838542707101,0.24614535946300753,12953.43410914665,25605.677834768932,False,True,False,1,True,True,True,3,True,True,True,3
7_26,SG_20170201.csv.gz,26,6.5,6.75,563,True,2214.053033262129,0.25161365625619253,10059.01578981123,20623.149643369146,False,True,False,1,False,True,False,1,True,True,True,3
7_27,SG_20170201.csv.gz,27,6.75,7.0,771,True,3489.1152058073976,0.3029119885447718,8758.011774089977,16449.618566356727,False,False,False,0,True,True,True,3,True,True,True,3
7_28,SG_20170201.csv.gz,28,7.0,7.25,1008,True,3973.585903370349,0.5263291411846928,24485.467907324397,44759.43421022277,False,True,False,1,True,True,True,3,True,True,True,3
7_29,SG_20170201.csv.gz,29,7.25,7.5,903,True,3646.75265107275,0.4281752209104089,14909.169654386686,31087.53784177856,False,False,False,0,True,True,True,3,True,True,True,3
7_30,SG_20170201.csv.gz,30,7.5,7.75,759,True,2583.832590282735,0.4083922988857625,18436.486474828,34316.248192457046,False,True,False,1,False,True,False,1,True,True,True,3
7_31,SG_20170201.csv.gz,31,7.75,8.0,713,True,2649.9040778301633,0.3631907797523516,18905.894624822053,34531.8910807179,True,True,True,3,False,True,False,1,True,True,True,3
7_32,SG_20170201.csv.gz,32,8.0,8.25,410,True,1247.1186229178188,0.21821853267968153,15703.310346781831,29343.411945387248,False,False,False,0,False,False,False,0,True,True,True,3
7_33,SG_20170201.csv.gz,33,8.25,8.482611275,778,True,3439.1985508411526,0.4251573365404125,63646.620049172896,127589.05685572948,False,True,False,1,False,False,False,0,True,True,True,3
8_0,SG_20170124.csv.gz,0,0.0,0.25,673,True,2068.1493448845968,0.2993195145860223,2433.40221880805,4507.585699599558,False,True,False,1,False,False,False,0,True,True,True,3
8_1,SG_20170124.csv.gz,1,0.25,0.5,414,True,1428.0366111168146,0.155439405857391,1822.0883495797773,3710.0576818108343,False,False,False,0,True,True,True,3,True,True,True,3
8_2,SG_20170124.csv.gz,2,0.5,0.75,237,True,411.73580666245823,0.1487432597758743,7824.9884759231245,25587.269940777096,False,True,True,2,False,False,False,0,True,True,True,3
8_3,SG_20170124.csv.gz,3,0.75,1.0,349,True,932.5867335648811,0.19354871256575162,9329.799777226102,26947.608456071048,True,True,True,3,False,True,False,1,True,True,True,3
8_4,SG_20170124.csv.gz,4,1.0,1.25,263,True,568.3148692081232,0.1727019738072634,35600.862320742635,107072.03826756768,True,True,True,3,False,False,False,0,True,True,True,3
8_5,SG_20170124.csv.gz,5,1.25,1.5,366,True,1212.4381620255726,0.21111357167032227,63733.7001000631,140881.6748189535,False,True,False,1,False,True,False,1,True,True,True,3
8_6,SG_20170124.csv.gz,6,1.5,1.75,634,True,2066.1630208152324,0.27376446262254234,2794.0495191786804,5610.4772365925555,False,True,False,1,False,True,False,1,True,True,True,3
8_7,SG_20170124.csv.gz,7,1.75,2.0,326,True,853.5828712228841,0.1765847828501777,6595.273025469601,18151.236812430532,True,True,True,3,False,True,False,1,True,True,True,3
8_8,SG_20170124.csv.gz,8,2.0,2.25,531,True,2377.9531527054987,0.24639160468555246,32768.85035285789,58750.94589690395,False,False,False,0,False,False,False,0,True,True,True,3
8_9,SG_20170124.csv.gz,9,2.25,2.5,317,True,1121.340199897889,0.1506120274624074,12745.739139709905,28297.238165126793,True,True,True,3,False,True,True,2,True,True,True,3
8_10,SG_20170124.csv.gz,10,2.5,2.75,277,True,921.7775532662912,0.13311988467700042,10620.66126705732,27304.780570752602,False,False,False,0,False,True,False,1,True,True,True,3
8_11,SG_20170124.csv.gz,11,2.75,3.0,235,True,880.3492178037169,0.11917489739676387,41647.79739185466,116557.96508827762,True,True,True,3,False,True,False,1,True,True,True,3
8_12,SG_20170124.csv.gz,12,3.0,3.25,235,True,797.1248069550714,0.12573402721290589,55220.568757534216,115519.22944856621,False,False,False,0,False,False,False,0,True,True,True,3
8_13,SG_20170124.csv.gz,13,3.25,3.5,222,True,585.535242137305,0.11256876371076613,6549.972184598609,16574.550494837604,False,False,False,0,False,True,False,1,True,True,True,3
8_14,SG_20170124.csv.gz,14,3.5,3.75,306,True,1509.1921352192135,0.10612466324442257,14580.217105559093,28033.201007890166,True,True,True,3,False,True,False,1,True,True,True,3
8_15,SG_20170124.csv.gz,15,3.75,4.0,176,True,438.49189483591726,0.09113566335271503,5935.839398367333,23246.475191894613,False,False,False,0,True,True,True,3,True,True,True,3
8_16,SG_20170124.csv.gz,16,4.0,4.25,137,True,263.32676797696433,0.07299795922763923,3174.455077039948,12361.787342791888,False,False,False,0,False,True,True,2,True,True,True,3
8_17,SG_20170124.csv.gz,17,4.25,4.5,302,True,1177.533058080745,0.1034676687677322,3017.703050504215,5611.318486128633,False,True,False,1,False,True,False,1,True,True,True,3
8_18,SG_20170124.csv.gz,18,4.5,4.75,139,True,276.6809724069498,0.07804839056238878,6981.520571648075,21369.286622672375,False,True,False,1,False,False,False,0,True,True,True,3
8_19,SG_20170124.csv.gz,19,4.75,5.0,162,True,498.75747052885873,0.0650986698382574,3091.395163079524,7275.5054955026235,True,True,True,3,False,True,False,1,True,True,True,3
8_20,SG_20170124.csv.gz,20,5.0,5.25,239,True,1069.3259435234406,0.08170019731313619,8374.169410139555,16433.531118031024,False,False,False,0,False,True,False,1,True,True,True,3
8_21,SG_20170124.csv.gz,21,5.25,5.5,173,True,398.6151667826217,0.09264996693256414,6779.639188873258,19394.914734528666,True,True,True,3,False,True,False,1,True,True,True,3
8_22,SG_20170124.csv.gz,22,5.5,5.75,163,True,512.8484610834273,0.07892965184854972,11085.894539613935,34405.550341416645,False,False,False,0,True,True,True,3,True,True,True,3
8_23,SG_20170124.csv.gz,23,5.75,6.0,228,True,1030.5642107860142,0.0860903936789037,17483.003538455643,33793.78660285481,False,False,False,0,False,False,False,0,True,True,True,3
8_24,SG_20170124.csv.gz,24,6.0,6.25,273,True,1410.056318172088,0.11101279659211734,72831.62692845943,136403.85451024774,True,True,True,3,False,True,False,1,True,True,True,3
8_25,SG_20170124.csv.gz,25,6.25,6.5,268,True,442.49704657320086,0.14822724988058478,2346.5997395473114,4486.639213452964,False,False,False,0,False,False,False,0,True,True,True,3
8_26,SG_20170124.csv.gz,26,6.5,6.75,657,True,3027.7876601394755,0.2759093358781702,18516.58033026667,30600.60815376891,False,True,False,1,False,True,False,1,True,True,True,3
8_27,SG_20170124.csv.gz,27,6.75,7.0,369,True,1075.6798011498095,0.22345188604008348,66073.6740145475,130626.94395607674,False,False,False,0,False,False,False,0,True,True,True,3
